offset,Chord,NormalForm,PCsinNormalForm,Measure Number,Measure Beat
134.75,<music21.chord.Chord B4>,[0],[11],54,5
135.0,<music21.chord.Chord A4 F#5 E-3>,"[0, 3, 6]","[3, 6, 9]",55,1
135.5,<music21.chord.Chord E5 A4 F#4 C4 E-3>,"[0, 1, 3, 6, 9]","[3, 4, 6, 9, 0]",55,2
136.0,<music21.chord.Chord E-5 A4 E5 E-3 F#4 C4>,"[0, 1, 3, 6, 9]","[3, 4, 6, 9, 0]",55,3
136.125,<music21.chord.Chord F#5 A4 E5 E-3 F#4 C4>,"[0, 1, 3, 6, 9]","[3, 4, 6, 9, 0]",55,3
136.16666666666700,<music21.chord.Chord A4 F#5 E-3 F#4 C4>,"[0, 3, 6, 9]","[0, 3, 6, 9]",55,3
136.25,<music21.chord.Chord E-5 A4 E-3 F#4 C4>,"[0, 3, 6, 9]","[0, 3, 6, 9]",55,3
136.5,<music21.chord.Chord E5 A4 E-3 C4>,"[0, 3, 6, 7]","[9, 0, 3, 4]",55,4
137.16666666666700,<music21.chord.Chord A4 E-3 C4>,"[0, 3, 6]","[9, 0, 3]",55,5
137.25,<music21.chord.Chord E-5 A4 E-3 C4>,"[0, 3, 6]","[9, 0, 3]",55,5
137.5,<music21.chord.Chord C5 G#4 E4>,"[0, 4, 8]","[0, 4, 8]",56,1
138.0,<music21.chord.Chord C#5 G#4 C#4>,"[0, 5]","[8, 1]",56,2
138.66666666666700,<music21.chord.Chord G#4>,[0],[8],56,3
138.75,<music21.chord.Chord E5 G#3>,"[0, 4]","[4, 8]",56,3
139.0,<music21.chord.Chord G#5 E3>,"[0, 4]","[4, 8]",56,4
139.75,<music21.chord.Chord B5 C#3>,"[0, 2]","[11, 1]",56,5
140.0,<music21.chord.Chord B5 E-6 F#2>,"[0, 4, 7]","[11, 3, 6]",57,1
140.5,<music21.chord.Chord B-5 C#6 F3>,"[0, 3, 7]","[10, 1, 5]",57,2
141.25,<music21.chord.Chord F#5 B-5 F#3>,"[0, 4]","[6, 10]",57,3
141.5,<music21.chord.Chord E5 G#5 B-3>,"[0, 4, 6]","[4, 8, 10]",57,4
142.25,<music21.chord.Chord D5 F5 F#4>,"[0, 3, 4]","[2, 5, 6]",57,5
142.5,<music21.chord.Chord E-5 F#5 B2>,"[0, 4, 7]","[11, 3, 6]",58,1
143.0,<music21.chord.Chord E-5 F#5 F3>,"[0, 2, 3]","[3, 5, 6]",58,2
143.66666666666700,<music21.chord.Chord E-5 F#5>,"[0, 3]","[3, 6]",58,3
143.75,<music21.chord.Chord E-5 F#5 F#3>,"[0, 3]","[3, 6]",58,3
143.875,<music21.chord.Chord E-5 F#5 B-3 F#3>,"[0, 3, 7]","[3, 6, 10]",58,3
144.0,<music21.chord.Chord E-5 F#5 G#3>,"[0, 3, 5]","[3, 6, 8]",58,4
144.66666666666700,<music21.chord.Chord E-5 F#5>,"[0, 3]","[3, 6]",58,5
144.75,<music21.chord.Chord E-5 F#5 F#3>,"[0, 3]","[3, 6]",58,5
145.0,<music21.chord.Chord D4>,[0],[2],59,1
145.5,<music21.chord.Chord F#4 B4 D5 F#5 C#4>,"[0, 2, 3, 7]","[11, 1, 2, 6]",59,2
146.16666666666700,<music21.chord.Chord F#4 B4 D5 F#5>,"[0, 3, 7]","[11, 2, 6]",59,3
146.25,<music21.chord.Chord F#4 B4 D5 F#5 B3>,"[0, 3, 7]","[11, 2, 6]",59,3
146.5,<music21.chord.Chord F#4 B4 D5 F#5 C#4>,"[0, 2, 3, 7]","[11, 1, 2, 6]",59,4
147.16666666666700,<music21.chord.Chord F#4 B4 D5 F#5>,"[0, 3, 7]","[11, 2, 6]",59,5
147.25,<music21.chord.Chord F#4 B4 D5 F#5 D4>,"[0, 3, 7]","[11, 2, 6]",59,5
147.5,<music21.chord.Chord C#4>,[0],[1],60,1
147.66666666666700,<music21.chord.Chord D4>,[0],[2],60,1
147.875,<music21.chord.Chord C#4>,[0],[1],60,1
148.0,<music21.chord.Chord F#4 B4 D5 F#5 B3>,"[0, 3, 7]","[11, 2, 6]",60,2
148.66666666666700,<music21.chord.Chord F#4 B4 D5 F#5>,"[0, 3, 7]","[11, 2, 6]",60,3
148.75,<music21.chord.Chord F#4 B4 D5 F#5 C#4>,"[0, 2, 3, 7]","[11, 1, 2, 6]",60,3
149.0,<music21.chord.Chord F#4 B4 D5 F#5 D4>,"[0, 3, 7]","[11, 2, 6]",60,4
149.66666666666700,<music21.chord.Chord F#4 B4 D5 F#5>,"[0, 3, 7]","[11, 2, 6]",60,5
149.75,<music21.chord.Chord F#4 B4 D5 F#5 E4>,"[0, 3, 5, 7]","[11, 2, 4, 6]",60,5
150.0,<music21.chord.Chord D4>,[0],[2],61,1
150.125,<music21.chord.Chord E-4>,[0],[3],61,1
150.33333333333300,<music21.chord.Chord D4>,[0],[2],61,1
150.5,<music21.chord.Chord F#4 B4 D5 F#5 C#4>,"[0, 2, 3, 7]","[11, 1, 2, 6]",61,2
151.16666666666700,<music21.chord.Chord F#4 B4 D5 F#5>,"[0, 3, 7]","[11, 2, 6]",61,3
151.25,<music21.chord.Chord F#4 B4 D5 F#5 B3>,"[0, 3, 7]","[11, 2, 6]",61,3
151.5,<music21.chord.Chord A5 C#5 E5 B-4 B3>,"[0, 1, 2, 4, 7]","[9, 10, 11, 1, 4]",61,4
152.16666666666700,<music21.chord.Chord C#5 E5 B3 B-4>,"[0, 1, 3, 6]","[10, 11, 1, 4]",61,5
152.25,<music21.chord.Chord G5 C#5 E5 B3 B-4>,"[0, 1, 3, 6, 9]","[10, 11, 1, 4, 7]",61,5
152.5,<music21.chord.Chord E-5 F#5 B4>,"[0, 4, 7]","[11, 3, 6]",62,1
153.0,<music21.chord.Chord E-5 F#5 F4>,"[0, 2, 3]","[3, 5, 6]",62,2
153.66666666666700,<music21.chord.Chord E-5 F#5>,"[0, 3]","[3, 6]",62,3
153.75,<music21.chord.Chord E-5 F#5 F#4>,"[0, 3]","[3, 6]",62,3
153.875,<music21.chord.Chord A4 F#4>,"[0, 3]","[6, 9]",62,3
154.0,<music21.chord.Chord G4>,[0],[7],62,4
154.75,<music21.chord.Chord F#4>,[0],[6],62,5
155.0,<music21.chord.Chord C5 F#5 A5 E-4>,"[0, 3, 6, 9]","[0, 3, 6, 9]",63,1
155.5,<music21.chord.Chord B4 E5 G#5 E4>,"[0, 4, 7]","[4, 8, 11]",63,2
156.25,<music21.chord.Chord C#5 E5 G#5 B-3>,"[0, 2, 5, 8]","[8, 10, 1, 4]",63,3
156.5,<music21.chord.Chord D5 F#5 B3>,"[0, 3, 7]","[11, 2, 6]",63,4
157.25,<music21.chord.Chord F#5 B5 A3>,"[0, 3, 5]","[6, 9, 11]",63,5
157.5,<music21.chord.Chord B4 F5 B5 G#3>,"[0, 3, 6]","[5, 8, 11]",64,1
158.0,<music21.chord.Chord B4 E5 B5 G3>,"[0, 3, 7]","[4, 7, 11]",64,2
158.75,<music21.chord.Chord B4 C#5 B5 F3>,"[0, 2, 6]","[11, 1, 5]",64,3
159.0,<music21.chord.Chord B4 D5 B5 F#3>,"[0, 3, 7]","[11, 2, 6]",64,4
160.0,<music21.chord.Chord G4 B4 C#5 E4>,"[0, 2, 5, 8]","[11, 1, 4, 7]",65,1
160.5,<music21.chord.Chord G4 B4 C#5 E4>,"[0, 2, 5, 8]","[11, 1, 4, 7]",65,2
161.25,<music21.chord.Chord G4 B4 E-5 D4>,"[0, 4, 7, 8]","[7, 11, 2, 3]",65,3
161.5,<music21.chord.Chord E5 G4 B4 C#4>,"[0, 2, 5, 8]","[11, 1, 4, 7]",65,4
162.16666666666700,<music21.chord.Chord G4 B4 C#4>,"[0, 4, 6]","[7, 11, 1]",65,5
162.25,<music21.chord.Chord G#5 G4 B4 C#4>,"[0, 1, 4, 6]","[7, 8, 11, 1]",65,5
162.5,<music21.chord.Chord B-4 D5 F#3 E4>,"[0, 2, 4, 8]","[2, 4, 6, 10]",66,1
163.0,<music21.chord.Chord B-4 C#5 F#3 E4>,"[0, 3, 6, 8]","[10, 1, 4, 6]",66,2
163.75,<music21.chord.Chord B-4 D5 F#3 E4>,"[0, 2, 4, 8]","[2, 4, 6, 10]",66,3
164.0,<music21.chord.Chord F#4 B4 B3 D4>,"[0, 3, 7]","[11, 2, 6]",66,4
165.0,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",67,1
165.5,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",67,2
166.25,<music21.chord.Chord E4 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",67,3
166.5,<music21.chord.Chord E-4 B4 B3>,"[0, 4]","[11, 3]",67,4
167.25,<music21.chord.Chord E-4 G4 B3>,"[0, 4, 8]","[3, 7, 11]",67,5
167.5,<music21.chord.Chord E4 G#4 B3>,"[0, 4, 7]","[4, 8, 11]",68,1
168.0,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",68,2
168.75,<music21.chord.Chord E5 G#5 B3>,"[0, 4, 7]","[4, 8, 11]",68,3
169.0,<music21.chord.Chord E-5 F#5 B3>,"[0, 4, 7]","[11, 3, 6]",68,4
169.75,<music21.chord.Chord C#5 E5 B3>,"[0, 2, 5]","[11, 1, 4]",68,5
170.0,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",69,1
170.125,<music21.chord.Chord E5 B4 B3>,"[0, 5]","[11, 4]",69,1
170.25,<music21.chord.Chord B4 B3>,[0],[11],69,1
170.33333333333300,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",69,1
170.45833333333300,<music21.chord.Chord B4 B3>,[0],[11],69,1
170.5,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",69,2
171.25,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",69,3
171.5,<music21.chord.Chord E5 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",69,4
172.25,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",69,5
172.5,<music21.chord.Chord G#4 B4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",70,1
173.0,<music21.chord.Chord G#4 B4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",70,2
173.66666666666700,<music21.chord.Chord G#4 B4 E3>,"[0, 4, 7]","[4, 8, 11]",70,3
173.75,<music21.chord.Chord G#4 B4 E4 E3>,"[0, 4, 7]","[4, 8, 11]",70,3
173.875,<music21.chord.Chord E4 E3>,[0],[4],70,3
174.0,<music21.chord.Chord E-4 E3>,"[0, 1]","[3, 4]",70,4
174.66666666666700,<music21.chord.Chord E3>,[0],[4],70,5
174.75,<music21.chord.Chord D4>,[0],[2],70,5
175.0,<music21.chord.Chord F5 B4 C#4 G#4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",71,1
175.5,<music21.chord.Chord F#5 C#5 A4 C#4>,"[0, 3, 7]","[6, 9, 1]",71,2
176.16666666666700,<music21.chord.Chord C#4>,[0],[1],71,3
176.25,<music21.chord.Chord G#5 D5 B4 C#4>,"[0, 3, 5, 6]","[8, 11, 1, 2]",71,3
176.375,<music21.chord.Chord B5 G#5 D5 C#4 B4>,"[0, 3, 5, 6]","[8, 11, 1, 2]",71,3
176.5,<music21.chord.Chord A5 F5 C#5 C#4>,"[0, 4, 8]","[1, 5, 9]",71,4
177.16666666666700,<music21.chord.Chord F5 C#4>,"[0, 4]","[1, 5]",71,5
177.25,<music21.chord.Chord G#5 F5 B4 C#4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",71,5
177.5,<music21.chord.Chord C#5 C#6 G#5 B4 F#4>,"[0, 2, 5, 7]","[6, 8, 11, 1]",72,1
178.0,<music21.chord.Chord F#5 C#5 C#6 A4 F#4>,"[0, 3, 7]","[6, 9, 1]",72,2
178.66666666666700,<music21.chord.Chord C#5 C#6 F#4>,"[0, 5]","[1, 6]",72,3
178.75,<music21.chord.Chord F5 C#5 C#6 G#4 F#4>,"[0, 4, 5, 7]","[1, 5, 6, 8]",72,3
178.875,<music21.chord.Chord F5 G#4 F#4>,"[0, 1, 3]","[5, 6, 8]",72,3
179.0,<music21.chord.Chord F#5 A4 F#4>,"[0, 3]","[6, 9]",72,4
179.66666666666700,<music21.chord.Chord F#4>,[0],[6],72,5
179.75,<music21.chord.Chord C5 A4 E4>,"[0, 3, 7]","[9, 0, 4]",72,5
180.0,<music21.chord.Chord A4 B4 B3 E-4>,"[0, 2, 6]","[9, 11, 3]",73,1
180.5,<music21.chord.Chord F5 A4 D4 B3>,"[0, 2, 5, 8]","[9, 11, 2, 5]",73,2
181.16666666666700,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",73,3
181.25,<music21.chord.Chord F#5 A4 E-4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",73,3
181.375,<music21.chord.Chord F#5 E-4>,"[0, 3]","[3, 6]",73,3
181.5,<music21.chord.Chord A5 E-5 C#5 B3>,"[0, 2, 4, 6]","[9, 11, 1, 3]",73,4
182.16666666666700,<music21.chord.Chord E-5 B3>,"[0, 4]","[11, 3]",73,5
182.25,<music21.chord.Chord G#5 E-5 B4 B3>,"[0, 3, 7]","[8, 11, 3]",73,5
182.5,<music21.chord.Chord F#5 B5 B4 A4 E4>,"[0, 2, 5, 7]","[4, 6, 9, 11]",74,1
183.0,<music21.chord.Chord E5 B5 B4 G#4 E4>,"[0, 4, 7]","[4, 8, 11]",74,2
183.66666666666700,<music21.chord.Chord B5 B4 E4>,"[0, 5]","[11, 4]",74,3
183.75,<music21.chord.Chord E-5 B5 B4 G4 E4>,"[0, 1, 4, 8]","[3, 4, 7, 11]",74,3
183.875,<music21.chord.Chord E-5 B5 G4 E4>,"[0, 1, 4, 8]","[3, 4, 7, 11]",74,3
184.0,<music21.chord.Chord B4 B5 E4>,"[0, 5]","[11, 4]",74,4
184.5,<music21.chord.Chord B4 B5>,[0],[11],74,5
184.66666666666700,<music21.chord.Chord B5>,[0],[11],74,5
184.75,<music21.chord.Chord E5 F4 G#4 B5>,"[0, 1, 4, 7]","[4, 5, 8, 11]",74,5
185.0,<music21.chord.Chord F#4 A4 E5 B5 B3>,"[0, 2, 5, 7]","[4, 6, 9, 11]",75,1
185.25,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",75,1
185.5,<music21.chord.Chord A4 F#4 B3>,"[0, 3, 5]","[6, 9, 11]",75,2
186.25,<music21.chord.Chord C#5 E4 B3>,"[0, 2, 5]","[11, 1, 4]",75,3
186.5,<music21.chord.Chord B4 E-4 B3>,"[0, 4]","[11, 3]",75,4
187.25,<music21.chord.Chord G4 E-4 B3>,"[0, 4, 8]","[3, 7, 11]",75,5
187.5,<music21.chord.Chord E4 G#4 B3>,"[0, 4, 7]","[4, 8, 11]",76,1
188.0,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",76,2
188.75,<music21.chord.Chord E5 G#5 B3>,"[0, 4, 7]","[4, 8, 11]",76,3
189.0,<music21.chord.Chord E-5 F#5 B3>,"[0, 4, 7]","[11, 3, 6]",76,4
189.75,<music21.chord.Chord C#5 E5 B3>,"[0, 2, 5]","[11, 1, 4]",76,5
190.0,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",77,1
190.125,<music21.chord.Chord E5 B4 B3>,"[0, 5]","[11, 4]",77,1
190.25,<music21.chord.Chord B4 B3>,[0],[11],77,1
190.33333333333300,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",77,1
190.45833333333300,<music21.chord.Chord B4 B3>,[0],[11],77,1
190.5,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",77,2
191.25,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",77,3
191.5,<music21.chord.Chord E5 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",77,4
192.25,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",77,5
192.5,<music21.chord.Chord G#4 B4 E3>,"[0, 4, 7]","[4, 8, 11]",78,1
193.0,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",78,2
193.66666666666700,<music21.chord.Chord G#4 B4>,"[0, 3]","[8, 11]",78,3
193.75,<music21.chord.Chord G#4 B4 E4>,"[0, 4, 7]","[4, 8, 11]",78,3
193.875,<music21.chord.Chord E4>,[0],[4],78,3
194.0,<music21.chord.Chord G#4>,[0],[8],78,4
194.75,<music21.chord.Chord B4>,[0],[11],78,5
195.0,<music21.chord.Chord A5 E5 C5 B-4>,"[0, 1, 3, 7]","[9, 10, 0, 4]",79,1
195.5,<music21.chord.Chord G5 E5 C5 B-4>,"[0, 3, 6, 8]","[4, 7, 10, 0]",79,2
196.16666666666700,<music21.chord.Chord E5 C5 B-4>,"[0, 2, 6]","[10, 0, 4]",79,3
196.25,<music21.chord.Chord A5 E5 C5 B-4>,"[0, 1, 3, 7]","[9, 10, 0, 4]",79,3
196.375,<music21.chord.Chord A5 C5>,"[0, 3]","[9, 0]",79,3
196.5,<music21.chord.Chord C6 G5 A4 C5>,"[0, 2, 5]","[7, 9, 0]",79,4
197.16666666666700,<music21.chord.Chord C6 C5 A4>,"[0, 3]","[9, 0]",79,5
197.25,<music21.chord.Chord F5 C6 C5 A4>,"[0, 4, 7]","[5, 9, 0]",79,5
197.5,<music21.chord.Chord G#5 E-5 B4 A4>,"[0, 1, 3, 7]","[8, 9, 11, 3]",80,1
198.0,<music21.chord.Chord F#5 E-5 B4 A4>,"[0, 3, 6, 8]","[3, 6, 9, 11]",80,2
198.66666666666700,<music21.chord.Chord E-5 B4 A4>,"[0, 2, 6]","[9, 11, 3]",80,3
198.75,<music21.chord.Chord G#5 E-5 B4 A4>,"[0, 1, 3, 7]","[8, 9, 11, 3]",80,3
198.875,<music21.chord.Chord G#5 B4>,"[0, 3]","[8, 11]",80,3
199.0,<music21.chord.Chord B5 F#5 G#4 B4>,"[0, 2, 5]","[6, 8, 11]",80,4
199.66666666666700,<music21.chord.Chord B5 B4 G#4>,"[0, 3]","[8, 11]",80,5
199.75,<music21.chord.Chord E5 B5 B4 G#4>,"[0, 4, 7]","[4, 8, 11]",80,5
200.0,<music21.chord.Chord D5 F5 B4>,"[0, 3, 6]","[11, 2, 5]",81,1
200.5,<music21.chord.Chord C#5 F#5 A4>,"[0, 3, 7]","[6, 9, 1]",81,2
201.25,<music21.chord.Chord D5 G#5 F4>,"[0, 3, 6]","[2, 5, 8]",81,3
201.5,<music21.chord.Chord C#5 A5 F#4>,"[0, 3, 7]","[6, 9, 1]",81,4
202.5,<music21.chord.Chord E-5 F#5 A4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",82,1
203.0,<music21.chord.Chord E-5 A5 C#5 B3>,"[0, 2, 4, 6]","[9, 11, 1, 3]",82,2
203.66666666666700,<music21.chord.Chord B3>,[0],[11],82,3
203.75,<music21.chord.Chord E-5 G#5 B4 B3>,"[0, 3, 7]","[8, 11, 3]",82,3
203.875,<music21.chord.Chord E-5 G#5 B4>,"[0, 3, 7]","[8, 11, 3]",82,3
204.0,<music21.chord.Chord B4 E5 G#4 E4>,"[0, 4, 7]","[4, 8, 11]",82,4
205.0,<music21.chord.Chord E4 G4 C4>,"[0, 4, 7]","[0, 4, 7]",83,1
205.5,<music21.chord.Chord D4 G4 B3>,"[0, 4, 7]","[7, 11, 2]",83,2
206.25,<music21.chord.Chord E4 G4 C4>,"[0, 4, 7]","[0, 4, 7]",83,3
206.5,<music21.chord.Chord D4 G4 B3>,"[0, 4, 7]","[7, 11, 2]",83,4
207.25,<music21.chord.Chord F#4 C5 D5 A3>,"[0, 3, 6, 8]","[6, 9, 0, 2]",83,5
207.5,<music21.chord.Chord G4 B4 D5 G3>,"[0, 4, 7]","[7, 11, 2]",84,1
208.0,<music21.chord.Chord A4 B4 E-5 F#3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",84,2
208.75,<music21.chord.Chord G4 B4 E5 E3>,"[0, 3, 7]","[4, 7, 11]",84,3
209.0,<music21.chord.Chord B4 F5 G#5 D3>,"[0, 3, 6, 9]","[2, 5, 8, 11]",84,4
209.75,<music21.chord.Chord B5 B2>,[0],[11],84,5
210.0,<music21.chord.Chord E5 A5 C3>,"[0, 3, 7]","[9, 0, 4]",85,1
210.5,<music21.chord.Chord C6 A2>,"[0, 3]","[9, 0]",85,2
211.25,<music21.chord.Chord E6 F#2>,"[0, 2]","[4, 6]",85,3
211.5,<music21.chord.Chord A5 E-6 B2>,"[0, 2, 6]","[9, 11, 3]",85,4
212.25,<music21.chord.Chord B6 B1>,[0],[11],85,5
212.5,<music21.chord.Chord G#5 G#6 E2>,"[0, 4]","[4, 8]",86,1
213.0,<music21.chord.Chord G#5 G#6 B2>,"[0, 3]","[8, 11]",86,2
213.66666666666700,<music21.chord.Chord G#5 G#6>,[0],[8],86,3
213.75,<music21.chord.Chord G#5 G#6 E3>,"[0, 4]","[4, 8]",86,3
213.875,<music21.chord.Chord E3>,[0],[4],86,3
214.0,<music21.chord.Chord G#3>,[0],[8],86,4
214.75,<music21.chord.Chord B3>,[0],[11],86,5
215.0,<music21.chord.Chord A4 B4 B3 E-4>,"[0, 2, 6]","[9, 11, 3]",87,1
215.5,<music21.chord.Chord C#5 A4 E4 B3>,"[0, 2, 4, 7]","[9, 11, 1, 4]",87,2
216.16666666666700,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",87,3
216.25,<music21.chord.Chord E-5 A4 F#4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",87,3
216.375,<music21.chord.Chord E-5 B3 F#4>,"[0, 4, 7]","[11, 3, 6]",87,3
216.5,<music21.chord.Chord B4 A4 E-4 B3>,"[0, 2, 6]","[9, 11, 3]",87,4
217.16666666666700,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",87,5
217.25,<music21.chord.Chord G#5 A4 B3>,"[0, 1, 3]","[8, 9, 11]",87,5
217.5,<music21.chord.Chord B4 E5 E4 G#4>,"[0, 4, 7]","[4, 8, 11]",88,1
218.0,<music21.chord.Chord B4 E5 E-4 G#4>,"[0, 1, 5, 8]","[3, 4, 8, 11]",88,2
218.66666666666700,<music21.chord.Chord B4 E5 G#4>,"[0, 4, 7]","[4, 8, 11]",88,3
218.75,<music21.chord.Chord B4 E5 D4 G#4>,"[0, 3, 6, 8]","[8, 11, 2, 4]",88,3
218.875,<music21.chord.Chord D4>,[0],[2],88,3
219.0,<music21.chord.Chord C#4>,[0],[1],88,4
219.75,<music21.chord.Chord C4>,[0],[0],88,5
220.0,<music21.chord.Chord A3 B3 B2 E-3>,"[0, 2, 6]","[9, 11, 3]",89,1
220.5,<music21.chord.Chord C#4 A3 E3 B2>,"[0, 2, 4, 7]","[9, 11, 1, 4]",89,2
221.16666666666700,<music21.chord.Chord A3 B2>,"[0, 2]","[9, 11]",89,3
221.25,<music21.chord.Chord E-4 A3 F#3 B2>,"[0, 3, 6, 8]","[3, 6, 9, 11]",89,3
221.375,<music21.chord.Chord E-4 B2 F#3>,"[0, 4, 7]","[11, 3, 6]",89,3
221.5,<music21.chord.Chord B3 A3 E-3 B2>,"[0, 2, 6]","[9, 11, 3]",89,4
222.16666666666700,<music21.chord.Chord A3 B2>,"[0, 2]","[9, 11]",89,5
222.25,<music21.chord.Chord G#4 A3 B2>,"[0, 1, 3]","[8, 9, 11]",89,5
222.5,<music21.chord.Chord B3 E4 E3 G#3>,"[0, 4, 7]","[4, 8, 11]",90,1
223.0,<music21.chord.Chord E5 G#5 E6 E2 E3>,"[0, 4]","[4, 8]",90,2
225.0,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",91,1
225.5,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",91,2
226.25,<music21.chord.Chord E4 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",91,3
226.5,<music21.chord.Chord E-4 B4 B3>,"[0, 4]","[11, 3]",91,4
227.25,<music21.chord.Chord E-4 G4 B3>,"[0, 4, 8]","[3, 7, 11]",91,5
227.5,<music21.chord.Chord E4 G#4 B3>,"[0, 4, 7]","[4, 8, 11]",92,1
228.0,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",92,2
228.75,<music21.chord.Chord E5 G#5 B3>,"[0, 4, 7]","[4, 8, 11]",92,3
229.0,<music21.chord.Chord E-5 F#5 B3>,"[0, 4, 7]","[11, 3, 6]",92,4
229.75,<music21.chord.Chord C#5 E5 B3>,"[0, 2, 5]","[11, 1, 4]",92,5
230.0,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",93,1
230.125,<music21.chord.Chord E5 B4 B3>,"[0, 5]","[11, 4]",93,1
230.25,<music21.chord.Chord B4 B3>,[0],[11],93,1
230.33333333333300,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",93,1
230.45833333333300,<music21.chord.Chord B4 B3>,[0],[11],93,1
230.5,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",93,2
231.25,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",93,3
231.5,<music21.chord.Chord E5 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",93,4
232.25,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",93,5
232.5,<music21.chord.Chord G#4 B4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",94,1
233.0,<music21.chord.Chord G#4 B4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",94,2
233.66666666666700,<music21.chord.Chord G#4 B4 E3>,"[0, 4, 7]","[4, 8, 11]",94,3
233.75,<music21.chord.Chord G#4 B4 E4 E3>,"[0, 4, 7]","[4, 8, 11]",94,3
233.875,<music21.chord.Chord E4 E3>,[0],[4],94,3
234.0,<music21.chord.Chord E-4 E3>,"[0, 1]","[3, 4]",94,4
234.66666666666700,<music21.chord.Chord E3>,[0],[4],94,5
234.75,<music21.chord.Chord D4>,[0],[2],94,5
235.0,<music21.chord.Chord F5 B4 C#4 G#4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",95,1
235.5,<music21.chord.Chord F#5 C#5 A4 C#4>,"[0, 3, 7]","[6, 9, 1]",95,2
236.16666666666700,<music21.chord.Chord C#4>,[0],[1],95,3
236.25,<music21.chord.Chord G#5 D5 B4 C#4>,"[0, 3, 5, 6]","[8, 11, 1, 2]",95,3
236.375,<music21.chord.Chord B5 G#5 D5 C#4 B4>,"[0, 3, 5, 6]","[8, 11, 1, 2]",95,3
236.5,<music21.chord.Chord A5 F5 C#5 C#4>,"[0, 4, 8]","[1, 5, 9]",95,4
237.16666666666700,<music21.chord.Chord F5 C#4>,"[0, 4]","[1, 5]",95,5
237.25,<music21.chord.Chord G#5 F5 B4 C#4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",95,5
237.5,<music21.chord.Chord C#5 C#6 G#5 B4 F#4>,"[0, 2, 5, 7]","[6, 8, 11, 1]",96,1
238.0,<music21.chord.Chord F#5 C#5 C#6 A4 F#4>,"[0, 3, 7]","[6, 9, 1]",96,2
238.66666666666700,<music21.chord.Chord C#5 C#6 F#4>,"[0, 5]","[1, 6]",96,3
238.75,<music21.chord.Chord F5 C#5 C#6 G#4 F#4>,"[0, 4, 5, 7]","[1, 5, 6, 8]",96,3
238.875,<music21.chord.Chord F5 G#4 F#4>,"[0, 1, 3]","[5, 6, 8]",96,3
239.0,<music21.chord.Chord F#5 A4 F#4>,"[0, 3]","[6, 9]",96,4
239.66666666666700,<music21.chord.Chord F#4>,[0],[6],96,5
