offset,Chord,NormalForm,PCsInNormalForm,file,Composer,Measure Number,Measure Beat Number
466.75,<music21.chord.Chord D5 A5>,"[0, 5]","[9, 2]",Con moto D850 II A Major.mid,Schubert,156,1.25
467,<music21.chord.Chord G5 B5 G2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,156,1.5
467.25,<music21.chord.Chord D5 A5 G2 D3>,"[0, 2, 7]","[7, 9, 2]",Con moto D850 II A Major.mid,Schubert,156,1.75
467.5,<music21.chord.Chord B4 G5 G2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,156,2.0
467.75,<music21.chord.Chord A4 D5 G2 D3>,"[0, 2, 7]","[7, 9, 2]",Con moto D850 II A Major.mid,Schubert,156,2.25
468,<music21.chord.Chord B4 G5 G2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,156,2.5
468.25,<music21.chord.Chord D5 C6 G2 D3>,"[0, 2, 7]","[0, 2, 7]",Con moto D850 II A Major.mid,Schubert,156,2.75
468.5,<music21.chord.Chord G5 B5>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,156,3.0
468.75,<music21.chord.Chord G2>,[0],[7],Con moto D850 II A Major.mid,Schubert,156,3.25
469,<music21.chord.Chord G5 B5 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,156,3.5
469.25,<music21.chord.Chord G5 B5 G2>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,156,3.75
469.5,<music21.chord.Chord G5 B5 D3 G2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,157,1.0
469.5833333,<music21.chord.Chord G5 B5>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,157,1.0833333
469.75,<music21.chord.Chord G5 B5>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,157,1.25
470,<music21.chord.Chord B5 D6 G2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,157,1.5
470.25,<music21.chord.Chord A5 C#6 G2 D3>,"[0, 2, 6, 7]","[7, 9, 1, 2]",Con moto D850 II A Major.mid,Schubert,157,1.75
470.5,<music21.chord.Chord G5 B5 G2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,157,2.0
470.75,<music21.chord.Chord E5 G5 G2 D3>,"[0, 2, 5]","[2, 4, 7]",Con moto D850 II A Major.mid,Schubert,157,2.25
471,<music21.chord.Chord G5 B5 G2 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,157,2.5
471.25,<music21.chord.Chord E5 G5 G2 E3>,"[0, 3]","[4, 7]",Con moto D850 II A Major.mid,Schubert,157,2.75
471.5,<music21.chord.Chord C#5 E5>,"[0, 3]","[1, 4]",Con moto D850 II A Major.mid,Schubert,157,3.0
471.75,<music21.chord.Chord G2>,[0],[7],Con moto D850 II A Major.mid,Schubert,157,3.25
472,<music21.chord.Chord C#5 E5 E3>,"[0, 3]","[1, 4]",Con moto D850 II A Major.mid,Schubert,157,3.5
472.25,<music21.chord.Chord C#5 E5 G2>,"[0, 3, 6]","[1, 4, 7]",Con moto D850 II A Major.mid,Schubert,157,3.75
472.5,<music21.chord.Chord C#5 E5 E3 G2>,"[0, 3, 6]","[1, 4, 7]",Con moto D850 II A Major.mid,Schubert,158,1.0
472.5833333,<music21.chord.Chord C#5 E5>,"[0, 3]","[1, 4]",Con moto D850 II A Major.mid,Schubert,158,1.0833333
472.75,<music21.chord.Chord C#5 E5>,"[0, 3]","[1, 4]",Con moto D850 II A Major.mid,Schubert,158,1.25
473,<music21.chord.Chord E5 G5 G2 E3>,"[0, 3]","[4, 7]",Con moto D850 II A Major.mid,Schubert,158,1.5
473.25,<music21.chord.Chord D5 F#5 G2 E3>,"[0, 2, 4, 5]","[2, 4, 6, 7]",Con moto D850 II A Major.mid,Schubert,158,1.75
473.5,<music21.chord.Chord C#5 E5 G2 E3>,"[0, 3, 6]","[1, 4, 7]",Con moto D850 II A Major.mid,Schubert,158,2.0
473.75,<music21.chord.Chord D5 F#5 G2 E3>,"[0, 2, 4, 5]","[2, 4, 6, 7]",Con moto D850 II A Major.mid,Schubert,158,2.25
474,<music21.chord.Chord C#5 E5 G3 E4>,"[0, 3, 6]","[1, 4, 7]",Con moto D850 II A Major.mid,Schubert,158,2.5
474.25,<music21.chord.Chord B4 C#5 G3 E4>,"[0, 2, 5, 8]","[11, 1, 4, 7]",Con moto D850 II A Major.mid,Schubert,158,2.75
474.5,<music21.chord.Chord B-4 F#5>,"[0, 4]","[6, 10]",Con moto D850 II A Major.mid,Schubert,158,3.0
474.75,<music21.chord.Chord F#3>,[0],[6],Con moto D850 II A Major.mid,Schubert,158,3.25
475,<music21.chord.Chord B-4 F#5 E4>,"[0, 2, 6]","[4, 6, 10]",Con moto D850 II A Major.mid,Schubert,158,3.5
475.25,<music21.chord.Chord B-4 F#5 F#3>,"[0, 4]","[6, 10]",Con moto D850 II A Major.mid,Schubert,158,3.75
475.5,<music21.chord.Chord B-4 F#5 E4 F#3>,"[0, 2, 6]","[4, 6, 10]",Con moto D850 II A Major.mid,Schubert,159,1.0
475.5833333,<music21.chord.Chord B-4 F#5>,"[0, 4]","[6, 10]",Con moto D850 II A Major.mid,Schubert,159,1.0833333
475.75,<music21.chord.Chord C#5 E5>,"[0, 3]","[1, 4]",Con moto D850 II A Major.mid,Schubert,159,1.25
476,<music21.chord.Chord E5 G5 F#3 E4>,"[0, 2, 3]","[4, 6, 7]",Con moto D850 II A Major.mid,Schubert,159,1.5
476.25,<music21.chord.Chord D5 F#5 F#3 E4>,"[0, 2, 4]","[2, 4, 6]",Con moto D850 II A Major.mid,Schubert,159,1.75
476.5,<music21.chord.Chord C#5 E5 F#3 E4>,"[0, 3, 5]","[1, 4, 6]",Con moto D850 II A Major.mid,Schubert,159,2.0
476.75,<music21.chord.Chord D5 F#5 F#3 E4>,"[0, 2, 4]","[2, 4, 6]",Con moto D850 II A Major.mid,Schubert,159,2.25
477,<music21.chord.Chord C#5 E5 G3 E4>,"[0, 3, 6]","[1, 4, 7]",Con moto D850 II A Major.mid,Schubert,159,2.5
477.25,<music21.chord.Chord B4 C#5 G3 E4>,"[0, 2, 5, 8]","[11, 1, 4, 7]",Con moto D850 II A Major.mid,Schubert,159,2.75
477.5,<music21.chord.Chord B-4 F#5>,"[0, 4]","[6, 10]",Con moto D850 II A Major.mid,Schubert,159,3.0
477.75,<music21.chord.Chord F#3>,[0],[6],Con moto D850 II A Major.mid,Schubert,159,3.25
478,<music21.chord.Chord B-4 F#5 E4>,"[0, 2, 6]","[4, 6, 10]",Con moto D850 II A Major.mid,Schubert,159,3.5
478.25,<music21.chord.Chord B-4 F#5 F#3>,"[0, 4]","[6, 10]",Con moto D850 II A Major.mid,Schubert,159,3.75
478.5,<music21.chord.Chord B-4 F#5 E4 F#3>,"[0, 2, 6]","[4, 6, 10]",Con moto D850 II A Major.mid,Schubert,160,1.0
479,<music21.chord.Chord B-4 F#5 E4 F#3>,"[0, 2, 6]","[4, 6, 10]",Con moto D850 II A Major.mid,Schubert,160,1.5
480,<music21.chord.Chord B-4 F#5 E4 F#3>,"[0, 2, 6]","[4, 6, 10]",Con moto D850 II A Major.mid,Schubert,160,2.5
480.5,<music21.chord.Chord A4 F#5>,"[0, 3]","[6, 9]",Con moto D850 II A Major.mid,Schubert,160,3.0
480.75,<music21.chord.Chord B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,160,3.25
481,<music21.chord.Chord A4 F#5 E-4>,"[0, 3, 6]","[3, 6, 9]",Con moto D850 II A Major.mid,Schubert,160,3.5
481.25,<music21.chord.Chord A4 F#5 B2>,"[0, 3, 5]","[6, 9, 11]",Con moto D850 II A Major.mid,Schubert,160,3.75
481.5,<music21.chord.Chord A4 F#5 E-4 B2>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Con moto D850 II A Major.mid,Schubert,161,1.0
482,<music21.chord.Chord A4 F#5 E-4 B2>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Con moto D850 II A Major.mid,Schubert,161,1.5
483,<music21.chord.Chord A4 F#5 E-4 B2>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Con moto D850 II A Major.mid,Schubert,161,2.5
483.5,<music21.chord.Chord G#4 E5>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,161,3.0
483.75,<music21.chord.Chord E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,161,3.25
484,<music21.chord.Chord G#4 E5 D4>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,161,3.5
484.25,<music21.chord.Chord G#4 E5 E3>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,161,3.75
484.5,<music21.chord.Chord G#4 E5 D4 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,162,1.0
484.75,<music21.chord.Chord B4 D5 E3 D4>,"[0, 3, 5]","[11, 2, 4]",Con moto D850 II A Major.mid,Schubert,162,1.25
485,<music21.chord.Chord D5 F5 D4 E3>,"[0, 2, 3]","[2, 4, 5]",Con moto D850 II A Major.mid,Schubert,162,1.5
485.25,<music21.chord.Chord C5 E5 D4 E3>,"[0, 2, 4]","[0, 2, 4]",Con moto D850 II A Major.mid,Schubert,162,1.75
485.5,<music21.chord.Chord B4 D5 D4 E3>,"[0, 3, 5]","[11, 2, 4]",Con moto D850 II A Major.mid,Schubert,162,2.0
485.75,<music21.chord.Chord C5 E5 D4 E3>,"[0, 2, 4]","[0, 2, 4]",Con moto D850 II A Major.mid,Schubert,162,2.25
486,<music21.chord.Chord B4 D5 D4 F3>,"[0, 3, 6]","[11, 2, 5]",Con moto D850 II A Major.mid,Schubert,162,2.5
486.25,<music21.chord.Chord A4 B4 D4 F3>,"[0, 2, 5, 8]","[9, 11, 2, 5]",Con moto D850 II A Major.mid,Schubert,162,2.75
486.5,<music21.chord.Chord G#4 E5>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,162,3.0
486.75,<music21.chord.Chord E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,162,3.25
487,<music21.chord.Chord G#4 E5 D4>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,162,3.5
487.25,<music21.chord.Chord G#4 E5 E3>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,162,3.75
487.5,<music21.chord.Chord G#4 E5 D4 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,163,1.0
487.5833333,<music21.chord.Chord G#4 E5>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,163,1.0833333
487.75,<music21.chord.Chord B4 D5>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,163,1.25
488,<music21.chord.Chord D5 F5 E3 D4>,"[0, 2, 3]","[2, 4, 5]",Con moto D850 II A Major.mid,Schubert,163,1.5
488.25,<music21.chord.Chord C5 E5 E3 D4>,"[0, 2, 4]","[0, 2, 4]",Con moto D850 II A Major.mid,Schubert,163,1.75
488.5,<music21.chord.Chord B4 D5 E3 D4>,"[0, 3, 5]","[11, 2, 4]",Con moto D850 II A Major.mid,Schubert,163,2.0
488.75,<music21.chord.Chord C5 E5 E3 D4>,"[0, 2, 4]","[0, 2, 4]",Con moto D850 II A Major.mid,Schubert,163,2.25
489,<music21.chord.Chord B4 D5 F3 D4>,"[0, 3, 6]","[11, 2, 5]",Con moto D850 II A Major.mid,Schubert,163,2.5
489.25,<music21.chord.Chord A4 B4 F3 D4>,"[0, 2, 5, 8]","[9, 11, 2, 5]",Con moto D850 II A Major.mid,Schubert,163,2.75
489.5,<music21.chord.Chord G#4 E5>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,163,3.0
489.75,<music21.chord.Chord E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,163,3.25
490,<music21.chord.Chord G#4 E5 D4>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,163,3.5
490.25,<music21.chord.Chord G#4 E5 E3>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,163,3.75
490.5,<music21.chord.Chord G#4 E5 D4 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,164,1.0
490.5833333,<music21.chord.Chord G#4 E5>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,164,1.0833333
491,<music21.chord.Chord G#4 E5 E3 D4>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,164,1.5
491.25,<music21.chord.Chord E4 E3 D4>,"[0, 2]","[2, 4]",Con moto D850 II A Major.mid,Schubert,164,1.75
491.5,<music21.chord.Chord C#4 A4>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,164,2.0
491.75,<music21.chord.Chord C#4 A4>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,164,2.25
492,<music21.chord.Chord C#4 A4 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,164,2.5
492.25,<music21.chord.Chord E4 B4 G#3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,164,2.75
492.5,<music21.chord.Chord A4 C#5 A3>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,164,3.0
492.75,<music21.chord.Chord A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,164,3.25
493,<music21.chord.Chord A4 C#5 A2>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,164,3.5
493.25,<music21.chord.Chord A4 C#5 A1>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,164,3.75
493.5,<music21.chord.Chord A4 C#5 A2>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,165,1.0
493.75,<music21.chord.Chord A4 C#5>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,165,1.25
494,<music21.chord.Chord A4 C#5 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,165,1.5
494.25,<music21.chord.Chord E4 B4 G#3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,165,1.75
494.5,<music21.chord.Chord C#4 A4 F#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,165,2.0
494.75,<music21.chord.Chord F#4 A4>,"[0, 3]","[6, 9]",Con moto D850 II A Major.mid,Schubert,165,2.25
495,<music21.chord.Chord F#4 A4 C#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,165,2.5
495.25,<music21.chord.Chord C#4 G#4 E3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,165,2.75
495.5,<music21.chord.Chord A3 F#4 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,165,3.0
495.75,<music21.chord.Chord D2>,[0],[2],Con moto D850 II A Major.mid,Schubert,165,3.25
496,<music21.chord.Chord A3 F#4 D2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,165,3.5
496.25,<music21.chord.Chord A3 F#4 A1>,"[0, 3]","[6, 9]",Con moto D850 II A Major.mid,Schubert,165,3.75
496.5,<music21.chord.Chord A3 F#4 D2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,166,1.0
496.75,<music21.chord.Chord A3 F#4 F#2>,"[0, 3]","[6, 9]",Con moto D850 II A Major.mid,Schubert,166,1.25
497,<music21.chord.Chord F#4 D2>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,166,1.5
497.25,<music21.chord.Chord F#4 C#2>,"[0, 5]","[1, 6]",Con moto D850 II A Major.mid,Schubert,166,1.75
497.5,<music21.chord.Chord D4 B4 B1>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,166,2.0
497.75,<music21.chord.Chord D4 B4>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,166,2.25
498,<music21.chord.Chord D4 B4 F#3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,166,2.5
498.25,<music21.chord.Chord F#4 C#5 B-3>,"[0, 4, 7]","[6, 10, 1]",Con moto D850 II A Major.mid,Schubert,166,2.75
498.5,<music21.chord.Chord B4 D5 B3>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,166,3.0
498.75,<music21.chord.Chord B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,166,3.25
499,<music21.chord.Chord B4 D5 B2>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,166,3.5
499.25,<music21.chord.Chord B4 D5 B1>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,166,3.75
499.5,<music21.chord.Chord B4 D5 B2>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,167,1.0
499.75,<music21.chord.Chord B4 D5>,"[0, 3]","[11, 2]",Con moto D850 II A Major.mid,Schubert,167,1.25
500,<music21.chord.Chord B4 D5 F#3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,167,1.5
500.25,<music21.chord.Chord F#4 C5 A3>,"[0, 3, 6]","[6, 9, 0]",Con moto D850 II A Major.mid,Schubert,167,1.75
500.5,<music21.chord.Chord D4 B4 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,167,2.0
500.75,<music21.chord.Chord G4 B4>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,167,2.25
501,<music21.chord.Chord G4 B4 E-3>,"[0, 4, 8]","[3, 7, 11]",Con moto D850 II A Major.mid,Schubert,167,2.5
501.25,<music21.chord.Chord E-4 A4 F#3>,"[0, 3, 6]","[3, 6, 9]",Con moto D850 II A Major.mid,Schubert,167,2.75
501.5,<music21.chord.Chord B3 G4 E3>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,167,3.0
501.75,<music21.chord.Chord E2>,[0],[4],Con moto D850 II A Major.mid,Schubert,167,3.25
502,<music21.chord.Chord B3 G4 E2>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,167,3.5
502.25,<music21.chord.Chord B3 G4 B1>,"[0, 4]","[7, 11]",Con moto D850 II A Major.mid,Schubert,167,3.75
502.5,<music21.chord.Chord B3 G4 E2>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,168,1.0
502.75,<music21.chord.Chord G3 E4 G4 E2 E3>,"[0, 3]","[4, 7]",Con moto D850 II A Major.mid,Schubert,168,1.25
503.25,<music21.chord.Chord A3 E4 A4 F#2 E3 F#3>,"[0, 2, 5]","[4, 6, 9]",Con moto D850 II A Major.mid,Schubert,168,1.75
503.5,<music21.chord.Chord B3 E4 B4 G2 E3 G3>,"[0, 3, 7]","[4, 7, 11]",Con moto D850 II A Major.mid,Schubert,168,2.0
503.75,<music21.chord.Chord C4 A4 C5 A2 A3>,"[0, 3]","[9, 0]",Con moto D850 II A Major.mid,Schubert,168,2.25
504.25,<music21.chord.Chord D4 A4 D5 B2 A3 B3>,"[0, 2, 5]","[9, 11, 2]",Con moto D850 II A Major.mid,Schubert,168,2.75
504.5,<music21.chord.Chord E4 G4 E5 C3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,168,3.0
505,<music21.chord.Chord E4 G4 E5 C3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,168,3.5
505.75,<music21.chord.Chord C5 G5 E3 E4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,169,1.25
506,<music21.chord.Chord C5 E5 C6 G3 G4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,169,1.5
506.25,<music21.chord.Chord C5 G5 E3 E4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,169,1.75
506.5,<music21.chord.Chord C5 E5 C3 C4>,"[0, 4]","[0, 4]",Con moto D850 II A Major.mid,Schubert,169,2.0
506.75,<music21.chord.Chord C5 B2 B3>,"[0, 1]","[11, 0]",Con moto D850 II A Major.mid,Schubert,169,2.25
507,<music21.chord.Chord C5 E5 A2 A3>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,169,2.5
507.25,<music21.chord.Chord C5 G5 G2 G3>,"[0, 5]","[7, 0]",Con moto D850 II A Major.mid,Schubert,169,2.75
507.5,<music21.chord.Chord A4 C5 F5 A5 F2 C3 F3>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,169,3.0
508,<music21.chord.Chord A4 C5 F5 A5 F2 C3 F3>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,169,3.5
508.75,<music21.chord.Chord A4 C5 A5 C3 F2>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,170,1.25
509,<music21.chord.Chord A4 C5 A5 F3 F2>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,170,1.5
509.25,<music21.chord.Chord B-4 C5 B-5 G3 G2 C3>,"[0, 3, 5]","[7, 10, 0]",Con moto D850 II A Major.mid,Schubert,170,1.75
509.5,<music21.chord.Chord A4 C5 A5 F3 F2 C3>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,170,2.0
509.75,<music21.chord.Chord A4 C5 A5 C3 F2>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,170,2.25
510,<music21.chord.Chord A4 C5 A5 F3 F2>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,170,2.5
510.25,<music21.chord.Chord G4 C#5 G5 E-3 E-2>,"[0, 2, 6]","[1, 3, 7]",Con moto D850 II A Major.mid,Schubert,170,2.75
510.5,<music21.chord.Chord A4 D5 F#5 A5 D2 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,170,3.0
511,<music21.chord.Chord A4 D5 F#5 A5 D2 D3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,170,3.5
511.75,<music21.chord.Chord D5 A5 F#3 F#4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,171,1.25
512,<music21.chord.Chord D5 F#5 D6 A3 A4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,171,1.5
512.25,<music21.chord.Chord D5 F#5 A5 F#3 F#4>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,171,1.75
512.5,<music21.chord.Chord D5 F#5 D3 D4>,"[0, 4]","[2, 6]",Con moto D850 II A Major.mid,Schubert,171,2.0
512.75,<music21.chord.Chord D5 C#3 C#4>,"[0, 1]","[1, 2]",Con moto D850 II A Major.mid,Schubert,171,2.25
513,<music21.chord.Chord D5 F#5 B2 B3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,171,2.5
513.25,<music21.chord.Chord D5 F#5 A5 A2 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,171,2.75
513.5,<music21.chord.Chord B4 D5 G5 B5 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,171,3.0
514,<music21.chord.Chord B4 D5 G5 B5 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,171,3.5
514.75,<music21.chord.Chord B4 D5 B5 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,172,1.25
515.25,<music21.chord.Chord C5 D5 C6 A2 D3 A3>,"[0, 3, 5]","[9, 0, 2]",Con moto D850 II A Major.mid,Schubert,172,1.75
515.5,<music21.chord.Chord B4 D5 B5 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,172,2.0
515.75,<music21.chord.Chord B4 D5 B5 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,172,2.25
516.25,<music21.chord.Chord A4 E-5 A5 F2 F3>,"[0, 2, 6]","[3, 5, 9]",Con moto D850 II A Major.mid,Schubert,172,2.75
516.5,<music21.chord.Chord B4 E5 G#5 B5 E2 E3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,172,3.0
517,<music21.chord.Chord B4 E5 G#5 B5 E2 E3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,172,3.5
517.75,<music21.chord.Chord E5 B5 G#3 G#4>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,173,1.25
518,<music21.chord.Chord E5 G#5 E6 B3 B4>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,173,1.5
518.25,<music21.chord.Chord E5 G#5 B5 G#3 G#4>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,173,1.75
518.5,<music21.chord.Chord E5 G#5 E3 E4>,"[0, 4]","[4, 8]",Con moto D850 II A Major.mid,Schubert,173,2.0
518.75,<music21.chord.Chord E5 D3 D4>,"[0, 2]","[2, 4]",Con moto D850 II A Major.mid,Schubert,173,2.25
519,<music21.chord.Chord E5 G#5 C3 C4>,"[0, 4, 8]","[0, 4, 8]",Con moto D850 II A Major.mid,Schubert,173,2.5
519.25,<music21.chord.Chord E5 G#5 B5 B2 B3>,"[0, 4, 7]","[4, 8, 11]",Con moto D850 II A Major.mid,Schubert,173,2.75
519.5,<music21.chord.Chord C5 E5 A5 C6 A2 E3 A3>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,173,3.0
520,<music21.chord.Chord C5 E5 A5 C6 A2 E3 A3>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,173,3.5
520.75,<music21.chord.Chord C5 E5 A5 C6 A2 E3 A3>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,174,1.25
521.25,<music21.chord.Chord C5 E5 A5 C6 A2 E3 A3>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,174,1.75
521.5,<music21.chord.Chord C5 E5 A5 C6 A2 E3 A3>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,174,2.0
522,<music21.chord.Chord C5 E5 A5 C6 A2 E3 A3>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,174,2.5
522.75,<music21.chord.Chord C5 E5 A5 C6 A2 E3 A3>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,174,3.25
523.25,<music21.chord.Chord C5 E5 A5 C6 A2 E3 A3>,"[0, 3, 7]","[9, 0, 4]",Con moto D850 II A Major.mid,Schubert,174,3.75
523.5,<music21.chord.Chord D5 G5 B5 D6 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,175,1.0
524,<music21.chord.Chord D5 G5 B5 D6 G2 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,175,1.5
