offset,Chord,NormalForm,PCsInNormalForm,file,Composer,Measure Number,Measure Beat Number
0,<music21.chord.Chord C#4 E4 E3 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,,
0.5,<music21.chord.Chord D4 F#4 F#3 A2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,,
1,<music21.chord.Chord C4 E-4 E-3 A2>,"[0, 3, 6]","[9, 0, 3]",Con moto D850 II A Major.mid,Schubert,,
1.5,<music21.chord.Chord C#4 E4 E3 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,1,1.0
3,<music21.chord.Chord A4 C#4 E4 A3 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,1,2.5
3.5,<music21.chord.Chord B4 C#4 E4 B3 A2 E3>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Con moto D850 II A Major.mid,Schubert,1,3.0
4,<music21.chord.Chord C#5 C#4 F4 A2 F3 A3>,"[0, 4, 8]","[1, 5, 9]",Con moto D850 II A Major.mid,Schubert,1,3.5
4.5,<music21.chord.Chord C#5 D4 F#4 D3 F#3 B-3>,"[0, 4, 7, 8]","[6, 10, 1, 2]",Con moto D850 II A Major.mid,Schubert,2,1.0
5.5,<music21.chord.Chord B4 D4 F#4 D3 F#3 B3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,2,2.0
6,<music21.chord.Chord A4 D4 D3 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,2,2.5
6.5,<music21.chord.Chord G#4 D4 E3 G#3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,2,3.0
7,<music21.chord.Chord F#4 D4 F#3 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,2,3.5
7.5,<music21.chord.Chord E4 D4 G#2 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,3,1.0
9,<music21.chord.Chord E4 D4 G#2 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,3,2.5
9.125,<music21.chord.Chord E4 D4 G#2 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,3,2.625
9.25,<music21.chord.Chord F#4 D4 G#2 E3>,"[0, 2, 4, 6]","[2, 4, 6, 8]",Con moto D850 II A Major.mid,Schubert,3,2.75
9.375,<music21.chord.Chord G#4 D4 G#2 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,3,2.875
9.5,<music21.chord.Chord D4 F#4 G#2 F#3>,"[0, 4, 6]","[2, 6, 8]",Con moto D850 II A Major.mid,Schubert,3,3.0
10,<music21.chord.Chord E4 D4 G#2 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,3,3.5
10.5,<music21.chord.Chord D4 F#4 F#3 A2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,4,1.0
11.5,<music21.chord.Chord C#4 E4 E3 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,4,2.0
12,<music21.chord.Chord A3 C#4 C#3 A2>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,4,2.5
12.5,<music21.chord.Chord D4 F#4 F#3 A2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,4,3.0
13,<music21.chord.Chord C4 E-4 E-3 A2>,"[0, 3, 6]","[9, 0, 3]",Con moto D850 II A Major.mid,Schubert,4,3.5
13.5,<music21.chord.Chord E4 C#4 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,5,1.0
15,<music21.chord.Chord E4 A4 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,5,2.5
15.5,<music21.chord.Chord C#5 E4 A4 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,5,3.0
16,<music21.chord.Chord E4 A4 C#5 E5 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,5,3.5
16.5,<music21.chord.Chord E4 G#4 C#5 E5 G#2 E3 G#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,6,1.0
18,<music21.chord.Chord E4 E5 G#4 C#4 G#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,6,2.5
18.5,<music21.chord.Chord F#4 E-5 G#4 C4 G#3>,"[0, 3, 6, 8]","[0, 3, 6, 8]",Con moto D850 II A Major.mid,Schubert,6,3.0
19,<music21.chord.Chord G#4 F#4 E-4 G#3>,"[0, 3, 5]","[3, 6, 8]",Con moto D850 II A Major.mid,Schubert,6,3.5
19.5,<music21.chord.Chord E4 G#4 C#5 C#3 G#3 C#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,7,1.0
21,<music21.chord.Chord C#4 C#5 E4 A3 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,7,2.5
21.5,<music21.chord.Chord D4 B4 E4 G#3 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,7,3.0
22,<music21.chord.Chord E4 D4 B3 E3>,"[0, 3, 5]","[11, 2, 4]",Con moto D850 II A Major.mid,Schubert,7,3.5
22.5,<music21.chord.Chord C#4 A4 A2 E3 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,8,1.0
24,<music21.chord.Chord C#4 E4 E3 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,8,2.5
24.5,<music21.chord.Chord D4 F#4 F#3 A2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,8,3.0
25,<music21.chord.Chord C4 E-4 E-3 A2>,"[0, 3, 6]","[9, 0, 3]",Con moto D850 II A Major.mid,Schubert,8,3.5
25.5,<music21.chord.Chord C#4 E4 E3 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,9,1.0
27,<music21.chord.Chord A4 C#4 E4 A3 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,9,2.5
27.5,<music21.chord.Chord B4 C#4 E4 B3 A2 E3>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Con moto D850 II A Major.mid,Schubert,9,3.0
28,<music21.chord.Chord C#5 C#4 F4 A2 F3 A3>,"[0, 4, 8]","[1, 5, 9]",Con moto D850 II A Major.mid,Schubert,9,3.5
28.5,<music21.chord.Chord C#5 D4 F#4 D3 F#3 B-3>,"[0, 4, 7, 8]","[6, 10, 1, 2]",Con moto D850 II A Major.mid,Schubert,10,1.0
29.5,<music21.chord.Chord B4 D4 F#4 D3 F#3 B3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,10,2.0
30,<music21.chord.Chord A4 D4 D3 F#3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,10,2.5
30.5,<music21.chord.Chord G#4 D4 E3 G#3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,10,3.0
31,<music21.chord.Chord F#4 D4 F#3 A3>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,10,3.5
31.5,<music21.chord.Chord E4 D4 G#2 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,11,1.0
33,<music21.chord.Chord E4 D4 G#2 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,11,2.5
33.125,<music21.chord.Chord E4 D4 G#2 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,11,2.625
33.25,<music21.chord.Chord F#4 D4 G#2 E3>,"[0, 2, 4, 6]","[2, 4, 6, 8]",Con moto D850 II A Major.mid,Schubert,11,2.75
33.375,<music21.chord.Chord G#4 D4 G#2 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,11,2.875
33.5,<music21.chord.Chord D4 F#4 G#2 F#3>,"[0, 4, 6]","[2, 6, 8]",Con moto D850 II A Major.mid,Schubert,11,3.0
34,<music21.chord.Chord E4 D4 G#2 E3>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,11,3.5
34.5,<music21.chord.Chord D4 F#4 F#3 A2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,12,1.0
35.5,<music21.chord.Chord C#4 E4 E3 A2>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,12,2.0
36,<music21.chord.Chord A3 C#4 C#3 A2>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,12,2.5
36.5,<music21.chord.Chord D4 F#4 F#3 A2>,"[0, 4, 7]","[2, 6, 9]",Con moto D850 II A Major.mid,Schubert,12,3.0
37,<music21.chord.Chord C4 E-4 E-3 A2>,"[0, 3, 6]","[9, 0, 3]",Con moto D850 II A Major.mid,Schubert,12,3.5
37.5,<music21.chord.Chord E4 C#4 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,13,1.0
39,<music21.chord.Chord E4 A4 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,13,2.5
39.5,<music21.chord.Chord C#5 E4 A4 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,13,3.0
40,<music21.chord.Chord E4 A4 C#5 E5 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,13,3.5
40.5,<music21.chord.Chord E4 G#4 C#5 E5 G#2 E3 G#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,14,1.0
42,<music21.chord.Chord E4 E5 G#4 C#4 G#3>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,14,2.5
42.5,<music21.chord.Chord F#4 E-5 G#4 C4 G#3>,"[0, 3, 6, 8]","[0, 3, 6, 8]",Con moto D850 II A Major.mid,Schubert,14,3.0
43,<music21.chord.Chord G#4 F#4 E-4 G#3>,"[0, 3, 5]","[3, 6, 8]",Con moto D850 II A Major.mid,Schubert,14,3.5
43.5,<music21.chord.Chord E4 G#4 C#5 C#3 G#3 C#4>,"[0, 3, 7]","[1, 4, 8]",Con moto D850 II A Major.mid,Schubert,15,1.0
45,<music21.chord.Chord C#4 C#5 E4 A3 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,15,2.5
45.5,<music21.chord.Chord D4 B4 E4 G#3 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,15,3.0
46,<music21.chord.Chord E4 D4 B3 E3>,"[0, 3, 5]","[11, 2, 4]",Con moto D850 II A Major.mid,Schubert,15,3.5
46.5,<music21.chord.Chord A4 C#4 A3 F#3>,"[0, 3, 7]","[6, 9, 1]",Con moto D850 II A Major.mid,Schubert,16,1.0
48,<music21.chord.Chord G4 C#4 B-4 G3 E3>,"[0, 3, 6, 9]","[1, 4, 7, 10]",Con moto D850 II A Major.mid,Schubert,16,2.5
48.5,<music21.chord.Chord D4 B4 G4 D3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,16,3.0
49,<music21.chord.Chord E4 G4 B-4 C#5 G3 C#3>,"[0, 3, 6, 9]","[1, 4, 7, 10]",Con moto D850 II A Major.mid,Schubert,16,3.5
49.5,<music21.chord.Chord D4 G4 B4 D5 G3 B2>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,17,1.0
51,<music21.chord.Chord B4 D4 G3 D3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,17,2.5
51.5,<music21.chord.Chord G4 D4 F3 G3>,"[0, 3, 5]","[2, 5, 7]",Con moto D850 II A Major.mid,Schubert,17,3.0
52,<music21.chord.Chord D4 B3 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,17,3.5
52.5,<music21.chord.Chord C4 E4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,18,1.0
54,<music21.chord.Chord B3 D4 G2 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,18,2.5
54.5,<music21.chord.Chord C4 E4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,18,3.0
55,<music21.chord.Chord B3 F4 D3 G3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,18,3.5
55.5,<music21.chord.Chord C4 E4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,19,1.0
56,<music21.chord.Chord B4 D5 G3 G4>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,19,1.5
56.5,<music21.chord.Chord C5 E5 C4 G4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,19,2.0
57,<music21.chord.Chord B4 F5 D4 G4>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,19,2.5
57.5,<music21.chord.Chord C5 E5 C4 G4>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,19,3.0
58,<music21.chord.Chord B3 D4 G2 G3>,"[0, 4, 7]","[7, 11, 2]",Con moto D850 II A Major.mid,Schubert,19,3.5
58.5,<music21.chord.Chord E4 C4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,20,1.0
58.875,<music21.chord.Chord G4 E4 C4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,20,1.375
59,<music21.chord.Chord B3 F4 D3 G3>,"[0, 3, 6, 8]","[11, 2, 5, 7]",Con moto D850 II A Major.mid,Schubert,20,1.5
59.5,<music21.chord.Chord E4 C4 C3 G3>,"[0, 4, 7]","[0, 4, 7]",Con moto D850 II A Major.mid,Schubert,20,2.0
60,<music21.chord.Chord E4 D4 B2 E3 G#3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,20,2.5
60.5,<music21.chord.Chord D4 E4 F#4 B2 E3 G#3>,"[0, 2, 4, 6, 9]","[2, 4, 6, 8, 11]",Con moto D850 II A Major.mid,Schubert,20,3.0
61,<music21.chord.Chord D4 E4 G#4 B2 E3 G#3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,20,3.5
61.5,<music21.chord.Chord C#4 E4 A4 C#3 E3 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,21,1.0
62,<music21.chord.Chord E-4 A4 B4 F#3 A3 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Con moto D850 II A Major.mid,Schubert,21,1.5
62.5,<music21.chord.Chord E4 A4 C#5 E3 A3 C#4>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,21,2.0
63.5,<music21.chord.Chord C#5 D4 E4 G#4 E2 E3>,"[0, 1, 3, 7]","[1, 2, 4, 8]",Con moto D850 II A Major.mid,Schubert,21,3.0
64.25,<music21.chord.Chord B4 D4 E4 G#4 E2 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,21,3.75
64.5,<music21.chord.Chord C#4 E4 A4 A2 E3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,22,1.0
66,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,22,2.5
66.5,<music21.chord.Chord C#4 C#3>,[0],[1],Con moto D850 II A Major.mid,Schubert,22,3.0
67,<music21.chord.Chord A3 A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,22,3.5
67.375,<music21.chord.Chord A3 A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,22,3.875
67.5,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,23,1.0
69,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,23,2.5
69.5,<music21.chord.Chord C#4 C#3>,[0],[1],Con moto D850 II A Major.mid,Schubert,23,3.0
70,<music21.chord.Chord B-3 B-2>,[0],[10],Con moto D850 II A Major.mid,Schubert,23,3.5
70.375,<music21.chord.Chord B-3 B-2>,[0],[10],Con moto D850 II A Major.mid,Schubert,23,3.875
70.5,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,24,1.0
72,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,24,2.5
72.5,<music21.chord.Chord D4 D3>,[0],[2],Con moto D850 II A Major.mid,Schubert,24,3.0
73,<music21.chord.Chord B3 B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,24,3.5
73.375,<music21.chord.Chord B3 B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,24,3.875
73.5,<music21.chord.Chord F#4 F#3>,[0],[6],Con moto D850 II A Major.mid,Schubert,25,1.0
74,<music21.chord.Chord C#4 F#4 B-4 E3 F#3>,"[0, 3, 6, 8]","[10, 1, 4, 6]",Con moto D850 II A Major.mid,Schubert,25,1.5
74.5,<music21.chord.Chord B3 F#4 B4 D3 F#3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,25,2.0
75,<music21.chord.Chord C#4 F#4 C#5 B-2 F#3>,"[0, 4, 7]","[6, 10, 1]",Con moto D850 II A Major.mid,Schubert,25,2.5
75.5,<music21.chord.Chord D4 F#4 D5 B2 F#3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,25,3.0
76,<music21.chord.Chord B4 D5 B5 F2 D3>,"[0, 3, 6]","[11, 2, 5]",Con moto D850 II A Major.mid,Schubert,25,3.5
76.5,<music21.chord.Chord B4 D5 A5 E2 E3>,"[0, 2, 5, 7]","[9, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,26,1.0
77.5,<music21.chord.Chord G#5 B4 D5 E2 E3>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,26,2.0
78,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,26,2.5
78.5,<music21.chord.Chord B3 B2>,[0],[11],Con moto D850 II A Major.mid,Schubert,26,3.0
79,<music21.chord.Chord G#3 G#2>,[0],[8],Con moto D850 II A Major.mid,Schubert,26,3.5
79.375,<music21.chord.Chord G#3 G#2>,[0],[8],Con moto D850 II A Major.mid,Schubert,26,3.875
79.5,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,27,1.0
81,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,27,2.5
81.5,<music21.chord.Chord C4 C3>,[0],[0],Con moto D850 II A Major.mid,Schubert,27,3.0
82,<music21.chord.Chord A3 A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,27,3.5
82.375,<music21.chord.Chord A3 A2>,[0],[9],Con moto D850 II A Major.mid,Schubert,27,3.875
82.5,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,28,1.0
84,<music21.chord.Chord E4 E3>,[0],[4],Con moto D850 II A Major.mid,Schubert,28,2.5
84.5,<music21.chord.Chord C#4 C#3>,[0],[1],Con moto D850 II A Major.mid,Schubert,28,3.0
85,<music21.chord.Chord B-3 B-2>,[0],[10],Con moto D850 II A Major.mid,Schubert,28,3.5
85.375,<music21.chord.Chord B-3 B-2>,[0],[10],Con moto D850 II A Major.mid,Schubert,28,3.875
85.5,<music21.chord.Chord F4 F3>,[0],[5],Con moto D850 II A Major.mid,Schubert,29,1.0
86,<music21.chord.Chord C4 F4 A4 E-3 F3>,"[0, 3, 6, 8]","[9, 0, 3, 5]",Con moto D850 II A Major.mid,Schubert,29,1.5
86.5,<music21.chord.Chord B-3 F4 B-4 D3 F3>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,29,2.0
87,<music21.chord.Chord C4 F4 C5 A2 F3>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,29,2.5
87.5,<music21.chord.Chord D5 D4 F4 B-2 F3>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,29,3.0
88,<music21.chord.Chord F5 F4 A4 C3 F3>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,29,3.5
88.25,<music21.chord.Chord E-5 F4 A4>,"[0, 2, 6]","[3, 5, 9]",Con moto D850 II A Major.mid,Schubert,29,3.75
88.5,<music21.chord.Chord A4 E-5 F4 C3 F3>,"[0, 3, 6, 8]","[9, 0, 3, 5]",Con moto D850 II A Major.mid,Schubert,30,1.0
89.5,<music21.chord.Chord B-4 D5 F4 B-2 F3>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,30,2.0
90,<music21.chord.Chord F4 D5 F5 F2 F3>,"[0, 3]","[2, 5]",Con moto D850 II A Major.mid,Schubert,30,2.5
90.5,<music21.chord.Chord B-4 F5 B-5 G2 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Con moto D850 II A Major.mid,Schubert,30,3.0
91,<music21.chord.Chord C5 F5 C6 A2 F3 A3>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,30,3.5
91.5,<music21.chord.Chord D5 F5 D6 B-2 F3 B-3>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,31,1.0
93,<music21.chord.Chord B-5 B-4 D5 B-3 D4 D3>,"[0, 4]","[10, 2]",Con moto D850 II A Major.mid,Schubert,31,2.5
93.5,<music21.chord.Chord F5 B-4 D5 F3 B-3 D4>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,31,3.0
94,<music21.chord.Chord A4 C5 E-5 E-4 C4>,"[0, 3, 6]","[9, 0, 3]",Con moto D850 II A Major.mid,Schubert,31,3.5
94.5,<music21.chord.Chord D5 B-4 G#3 B-3 D4>,"[0, 2, 6]","[8, 10, 2]",Con moto D850 II A Major.mid,Schubert,32,1.0
96,<music21.chord.Chord E-4 C5 F4 F3 A2>,"[0, 3, 6, 8]","[9, 0, 3, 5]",Con moto D850 II A Major.mid,Schubert,32,2.5
96.5,<music21.chord.Chord D4 B-4 F4 B-2 F3>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,32,3.0
97,<music21.chord.Chord F4 A3 F3 C3>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,32,3.5
97.5,<music21.chord.Chord B-3 D4 B-2 F3>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,33,1.0
99,<music21.chord.Chord A3 C4 F2 F3>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,33,2.5
99.5,<music21.chord.Chord B-3 D4 B-2 F3>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,33,3.0
100,<music21.chord.Chord A3 E-4 C3 F3>,"[0, 3, 6, 8]","[9, 0, 3, 5]",Con moto D850 II A Major.mid,Schubert,33,3.5
100.5,<music21.chord.Chord B-3 D4 F3 B-2>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,34,1.0
101,<music21.chord.Chord A4 C5 F4 F3>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,34,1.5
101.5,<music21.chord.Chord B-4 D5 F4 B-3>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,34,2.0
102,<music21.chord.Chord A4 E-5 F4 C4>,"[0, 3, 6, 8]","[9, 0, 3, 5]",Con moto D850 II A Major.mid,Schubert,34,2.5
102.5,<music21.chord.Chord B-4 D5 F4 B-3>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,34,3.0
103,<music21.chord.Chord A3 C4 F3 F2>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,34,3.5
103.5,<music21.chord.Chord D4 B-3 B-2 F3>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,35,1.0
104,<music21.chord.Chord F4 A3 F3 C3>,"[0, 4, 7]","[5, 9, 0]",Con moto D850 II A Major.mid,Schubert,35,1.5
104.25,<music21.chord.Chord E-4 A3 F3 C3>,"[0, 3, 6, 8]","[9, 0, 3, 5]",Con moto D850 II A Major.mid,Schubert,35,1.75
104.5,<music21.chord.Chord B-3 D4 F3 B-2>,"[0, 4, 7]","[10, 2, 5]",Con moto D850 II A Major.mid,Schubert,35,2.0
105,<music21.chord.Chord F3 G#3 D4 B-2>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Con moto D850 II A Major.mid,Schubert,35,2.5
105.5,<music21.chord.Chord F3 A3 D4 A2>,"[0, 3, 7]","[2, 5, 9]",Con moto D850 II A Major.mid,Schubert,35,3.0
106,<music21.chord.Chord E3 B3 D4 G#2>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,35,3.5
106.5,<music21.chord.Chord D4 A3 A2 E3>,"[0, 2, 7]","[2, 4, 9]",Con moto D850 II A Major.mid,Schubert,36,1.0
106.75,<music21.chord.Chord C#4 A3>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,36,1.25
107,<music21.chord.Chord B3 F#3 D2 D3>,"[0, 3, 7]","[11, 2, 6]",Con moto D850 II A Major.mid,Schubert,36,1.5
107.25,<music21.chord.Chord F#4 F#3>,[0],[6],Con moto D850 II A Major.mid,Schubert,36,1.75
107.5,<music21.chord.Chord E3 A3 C#4 E2 C#3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,36,2.0
108.5,<music21.chord.Chord C#4 D3 G#3 E2>,"[0, 1, 3, 7]","[1, 2, 4, 8]",Con moto D850 II A Major.mid,Schubert,36,3.0
109,<music21.chord.Chord B3 D3 G#3 E2>,"[0, 3, 6, 8]","[8, 11, 2, 4]",Con moto D850 II A Major.mid,Schubert,36,3.5
109.375,<music21.chord.Chord D3 G#3 E2>,"[0, 2, 6]","[2, 4, 8]",Con moto D850 II A Major.mid,Schubert,36,3.875
109.5,<music21.chord.Chord A3 C#3 A2 A1>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,37,1.0
110.25,<music21.chord.Chord C#4 C#3 A2 A1>,"[0, 4]","[9, 1]",Con moto D850 II A Major.mid,Schubert,37,1.75
110.5,<music21.chord.Chord E4 A2 A1>,"[0, 5]","[4, 9]",Con moto D850 II A Major.mid,Schubert,37,2.0
110.75,<music21.chord.Chord A4 A2 A1>,[0],[9],Con moto D850 II A Major.mid,Schubert,37,2.25
111,<music21.chord.Chord C#5 E4 A3>,"[0, 4, 7]","[9, 1, 4]",Con moto D850 II A Major.mid,Schubert,37,2.5
