offset,Chord,NormalForm,PCsInNormalForm,file,Composer,Measure Number,Measure Beat Number
40,<music21.chord.Chord F#5 F#2 F#3 B3 D4>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,1
40.25,<music21.chord.Chord B-4 F#4 F#5 F#2 F#3 B3 D4>,"[0, 1, 4, 8]","[10, 11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,1.25
40.5,<music21.chord.Chord F#5 B-4 F#4 F#3 B-3 C#4 B3 D4>,"[0, 1, 3, 4, 8]","[10, 11, 1, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,1.5
40.75,<music21.chord.Chord F#4 B-4 F#5 F#3 B-3 C#4>,"[0, 4, 7]","[6, 10, 1]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,1.75
41,<music21.chord.Chord F#5 F#3 C#4 E4>,"[0, 3, 5]","[1, 4, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,2
41.25,<music21.chord.Chord E5 F#3 C#4 E4>,"[0, 3, 5]","[1, 4, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,2.25
41.5,<music21.chord.Chord C#5 F#4 F#1 F#2 F#3 C#4 E4>,"[0, 3, 5]","[1, 4, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,2.5
41.75,<music21.chord.Chord B-4 F#4 F#3 C#4 E4 F#1 F#2>,"[0, 3, 6, 8]","[10, 1, 4, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,2.75
42,<music21.chord.Chord B4 B2 B1 F#3 C#4 E4 F#1 F#2>,"[0, 2, 5, 7]","[11, 1, 4, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,3
42.25,<music21.chord.Chord F#4 D4 B4 F#3 C#4 E4 F#1 F#2 B2 B1>,"[0, 2, 3, 5, 7]","[11, 1, 2, 4, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,3.25
42.5,<music21.chord.Chord B4 F#4 D4 D3 B2 F#3 C#4 E4 F#1 F#2>,"[0, 2, 3, 5, 7]","[11, 1, 2, 4, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,3.5
42.75,<music21.chord.Chord D4 F#4 B4 D3 B2 F#1 F#2>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,3.75
43,<music21.chord.Chord B4 B2 D3 F#3 B3 F#1 F#2>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,4
43.25,<music21.chord.Chord B4 B2 D3 F#3 B3>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,4.25
43.5,<music21.chord.Chord B3 D4 F#4 B4 B2 D3 F#3>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,11,4.5
44,<music21.chord.Chord B4 B1 B2 D3 F#3 B3>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,1
44.25,<music21.chord.Chord E4 G4 B4 B1 B2 D3 F#3 B3>,"[0, 3, 5, 7, 8]","[11, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,1.25
44.5,<music21.chord.Chord B4 E4 G4 B2 E3 G3 D3 F#3 B3>,"[0, 3, 5, 7, 8]","[11, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,1.5
44.75,<music21.chord.Chord E4 G4 B4 E3 G3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,1.75
45,<music21.chord.Chord E5 B2 E3 G3 B3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,2
45.5,<music21.chord.Chord G4 B4 G5 B2 E3 G3 B3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,2.5
46,<music21.chord.Chord F#5 B1 B2 E3 G3 B3>,"[0, 2, 3, 7]","[4, 6, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,3
46.25,<music21.chord.Chord F#4 B4 F#5 B1 B2 E3 G3 B3>,"[0, 2, 3, 7]","[4, 6, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,3.25
46.5,<music21.chord.Chord F#5 F#4 B4 B2 D3 F#3 E3 G3 B3>,"[0, 3, 5, 7, 8]","[11, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,3.5
46.75,<music21.chord.Chord D5 F#4 D3 F#3>,"[0, 4]","[2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,3.75
47,<music21.chord.Chord B4 B2 D3 F#3 B3>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,4
47.5,<music21.chord.Chord D4 F#4 D5 B2 D3 F#3 B3>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,12,4.5
48,<music21.chord.Chord C#5 B1 B2 D3 F#3 B3>,"[0, 2, 3, 7]","[11, 1, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,1
48.25,<music21.chord.Chord E4 G4 C#5 B1 B2 D3 F#3 B3>,"[0, 2, 3, 5, 7, 8]","[11, 1, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,1.25
48.5,<music21.chord.Chord B4 E4 G4 B2 E3 G3 D3 F#3 B3>,"[0, 3, 5, 7, 8]","[11, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,1.5
48.75,<music21.chord.Chord E4 B4 E3 G3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,1.75
49,<music21.chord.Chord G4 B2 E3 G3 B3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,2
49.5,<music21.chord.Chord C#4 E4 B4 B2 E3 G3 B3>,"[0, 2, 5, 8]","[11, 1, 4, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,2.5
50,<music21.chord.Chord F#4 B1 B2 E3 G3 B3>,"[0, 2, 3, 7]","[4, 6, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,3
50.25,<music21.chord.Chord D4 F#4 B1 B2 E3 G3 B3>,"[0, 3, 5, 7, 8]","[11, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,3.25
50.5,<music21.chord.Chord F#4 D4 B2 D3 F#3 E3 G3 B3>,"[0, 3, 5, 7, 8]","[11, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,3.5
50.75,<music21.chord.Chord D4 F#4 D3 F#3>,"[0, 4]","[2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,3.75
51,<music21.chord.Chord F#4 B2 D3 F#3 B3>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,4
51.5,<music21.chord.Chord B3 D4 F#4 B4 B2 D3 F#3>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,13,4.5
52,<music21.chord.Chord B4 B1 B2 D3 F#3 B3>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,1
52.25,<music21.chord.Chord E4 G4 B4 B1 B2 D3 F#3 B3>,"[0, 3, 5, 7, 8]","[11, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,1.25
52.5,<music21.chord.Chord B4 E4 G4 B2 E3 G3 D3 F#3 B3>,"[0, 3, 5, 7, 8]","[11, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,1.5
52.75,<music21.chord.Chord E4 G4 B4 E3 G3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,1.75
53,<music21.chord.Chord E5 B2 E3 G3 B3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,2
53.5,<music21.chord.Chord G4 B4 G5 B2 E3 G3 B3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,2.5
54,<music21.chord.Chord F#5 B1 B2 E3 G3 B3>,"[0, 2, 3, 7]","[4, 6, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,3
54.25,<music21.chord.Chord F#4 B4 F#5 B1 B2 E3 G3 B3>,"[0, 2, 3, 7]","[4, 6, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,3.25
54.5,<music21.chord.Chord D5 F#4 B4 B2 D3 F#3 E3 G3 B3>,"[0, 3, 5, 7, 8]","[11, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,3.5
54.75,<music21.chord.Chord F#4 D5 D3 F#3>,"[0, 4]","[2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,3.75
55,<music21.chord.Chord B4 B2 D3 F#3 B3>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,4
55.5,<music21.chord.Chord D4 F#4 D5 B2 D3 F#3 B3>,"[0, 3, 7]","[11, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,14,4.5
56,<music21.chord.Chord C5 B1 B2 D3 F#3 B3>,"[0, 1, 3, 7]","[11, 0, 2, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,1
56.25,<music21.chord.Chord E4 G4 C5 B1 B2 D3 F#3 B3>,"[0, 1, 3, 5, 7, 8]","[11, 0, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,1.25
56.5,<music21.chord.Chord B4 E4 G4 B2 E3 G3 D3 F#3 B3>,"[0, 3, 5, 7, 8]","[11, 2, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,1.5
56.75,<music21.chord.Chord E4 G4 B4 E3 G3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,1.75
57,<music21.chord.Chord C5 E3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,2
57.5,<music21.chord.Chord E4 G4 E5 B2 B1>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,2.5
58,<music21.chord.Chord C5 B1 B2>,"[0, 1]","[11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,3
58.25,<music21.chord.Chord E4 G4 C5 B1 B2>,"[0, 1, 5, 8]","[11, 0, 4, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,3.25
58.5,<music21.chord.Chord B4 E4 G4 B2 E3 G3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,3.5
58.75,<music21.chord.Chord E4 G4 B4 B2 E3 G3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,3.75
59,<music21.chord.Chord C5 E3 G3 C4>,"[0, 4, 7]","[0, 4, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,4
59.5,<music21.chord.Chord E4 G4 E5 B2 B1>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,15,4.5
60,<music21.chord.Chord C5 B1 B2>,"[0, 1]","[11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,1
60.25,<music21.chord.Chord E4 A4 C5 B1 B2>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,1.25
60.5,<music21.chord.Chord B4 E4 A4 B2 F#3 A3>,"[0, 2, 5, 7]","[4, 6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,1.5
60.75,<music21.chord.Chord E4 A4 B4 B2 F#3 A3>,"[0, 2, 5, 7]","[4, 6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,1.75
61,<music21.chord.Chord C5 F#3 A3 C4>,"[0, 3, 6]","[6, 9, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,2
61.5,<music21.chord.Chord A4 C5 F#5 B1 B2>,"[0, 3, 5, 6]","[6, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,2.5
62,<music21.chord.Chord C5 B1 B2>,"[0, 1]","[11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,3
62.25,<music21.chord.Chord E4 A4 B1 B2>,"[0, 2, 7]","[9, 11, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,3.25
62.5,<music21.chord.Chord B4 E4 A4 B2 F#3 A3>,"[0, 2, 5, 7]","[4, 6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,3.5
62.75,<music21.chord.Chord E4 A4 B4 B2 F#3 A3>,"[0, 2, 5, 7]","[4, 6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,3.75
63,<music21.chord.Chord C5 F#3 A3 C4>,"[0, 3, 6]","[6, 9, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,4
63.5,<music21.chord.Chord A4 C5 F#5 B1 B2>,"[0, 3, 5, 6]","[6, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,16,4.5
64,<music21.chord.Chord B4 B1 B2>,[0],[11],Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,1
64.25,<music21.chord.Chord E-4 A4 B4 B1 B2>,"[0, 2, 6]","[9, 11, 3]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,1.25
64.5,<music21.chord.Chord B-4 E-4 A4 B2 F#3 A3>,"[0, 3, 6, 7, 8]","[3, 6, 9, 10, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,1.5
64.75,<music21.chord.Chord E-4 A4 B-4 B2 F#3 A3>,"[0, 3, 6, 7, 8]","[3, 6, 9, 10, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,1.75
65,<music21.chord.Chord B4 F#3 A3 B3>,"[0, 3, 5]","[6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,2
65.5,<music21.chord.Chord A4 B4 F#5 B1 B2>,"[0, 3, 5]","[6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,2.5
66,<music21.chord.Chord B4 A1 A2>,"[0, 2]","[9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,3
66.25,<music21.chord.Chord E-4 F#4 A1 A2>,"[0, 3, 6]","[3, 6, 9]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,3.25
66.5,<music21.chord.Chord B-4 E-4 F#4 B2 E-3 F#3>,"[0, 1, 5, 8]","[10, 11, 3, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,3.5
66.75,<music21.chord.Chord E-4 F#4 B-4 B2 E-3 F#3>,"[0, 1, 5, 8]","[10, 11, 3, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,3.75
67,<music21.chord.Chord B4 E-3 F#3 B3>,"[0, 4, 7]","[11, 3, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,4
67.5,<music21.chord.Chord B4 E-5 F#5 A1 A2>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,17,4.5
68,<music21.chord.Chord B4 G#1 G#2>,"[0, 3]","[8, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,1
68.25,<music21.chord.Chord F4 B4 G#1 G#2>,"[0, 3, 6]","[5, 8, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,1.25
68.5,<music21.chord.Chord F5 F4 D3 F3 B3>,"[0, 3, 6]","[11, 2, 5]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,1.5
68.75,<music21.chord.Chord F4 B4 F5 D3 F3 B3>,"[0, 3, 6]","[11, 2, 5]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,1.75
69,<music21.chord.Chord E5 D3 F3 B3 D4>,"[0, 3, 5, 6]","[11, 2, 4, 5]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,2
69.5,<music21.chord.Chord F4 B4 D5 G#2 G#1>,"[0, 3, 6, 9]","[2, 5, 8, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,2.5
70,<music21.chord.Chord C#5 A1 A2>,"[0, 4]","[9, 1]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,3
70.25,<music21.chord.Chord E4 A4 C#5 A1 A2>,"[0, 4, 7]","[9, 1, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,3.25
70.5,<music21.chord.Chord C5 E4 A4 C3 E3 A3 A1 A2>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,3.5
70.75,<music21.chord.Chord E4 A4 C5 A1 A2 C3 E3 A3>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,3.75
71,<music21.chord.Chord B4 C3 E3 A3 C4 A1 A2>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,4
71.5,<music21.chord.Chord A3 E4 A4 C2 C3 A1 A2>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,4.5
71.75,<music21.chord.Chord A3 E4 A4 C2 C3>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,18,4.75
72,<music21.chord.Chord B4 B1 B2>,[0],[11],Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,1
72.25,<music21.chord.Chord B3 E4 G4 B4 B1 B2>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,1.25
72.5,<music21.chord.Chord B4 B3 E4 G4 B2 E3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,1.5
72.75,<music21.chord.Chord B3 E4 G4 B4 B2 E3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,1.75
73,<music21.chord.Chord B4 B2 E3 G3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,2
73.5,<music21.chord.Chord B3 E4 G4 B4 B1 B2>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,2.5
74,<music21.chord.Chord C5 B1 B2>,"[0, 1]","[11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,3
74.25,<music21.chord.Chord C4 E4 A4 C5 B1 B2>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,3.25
74.5,<music21.chord.Chord C5 C4 E4 A4 B2 E3>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,3.5
74.75,<music21.chord.Chord C4 E4 A4 C5 B2 E3>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,3.75
75,<music21.chord.Chord C5 B2 E3 A3>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,4
75.5,<music21.chord.Chord C4 E4 A4 C5 B1 B2>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,19,4.5
76,<music21.chord.Chord C#5 B1 B2>,"[0, 2]","[11, 1]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,1
76.25,<music21.chord.Chord E4 F#4 B-4 C#5 B1 B2>,"[0, 1, 3, 6, 8]","[10, 11, 1, 4, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,1.25
76.5,<music21.chord.Chord C#5 E4 F#4 B-4 B2 F#3>,"[0, 1, 3, 6, 8]","[10, 11, 1, 4, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,1.5
76.75,<music21.chord.Chord F#4 B-4 C#5 B2 F#3>,"[0, 4, 5, 7]","[6, 10, 11, 1]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,1.75
77,<music21.chord.Chord F#5 B2 F#3 B-3>,"[0, 4, 5]","[6, 10, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,2
77.5,<music21.chord.Chord F#4 B-4 C#5 B1 B2>,"[0, 4, 5, 7]","[6, 10, 11, 1]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,2.5
78,<music21.chord.Chord E5 B1 B2>,"[0, 5]","[11, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,3
78.25,<music21.chord.Chord F#4 A4 B4 E5 B1 B2>,"[0, 2, 5, 7]","[4, 6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,3.25
78.5,<music21.chord.Chord E-5 F#4 A4 B4 B2 F#3 A3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,3.5
78.75,<music21.chord.Chord F#4 A4 B4 E-5 B2 F#3 A3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,3.75
79,<music21.chord.Chord E-5 B2 F#3 A3 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,4
79.5,<music21.chord.Chord F#4 A4 B4 B1 B2>,"[0, 3, 5]","[6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,20,4.5
80,<music21.chord.Chord G5 E2 E3>,"[0, 3]","[4, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,1
80.25,<music21.chord.Chord B4 G4 G5 E2 E3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,1.25
80.5,<music21.chord.Chord G5 B4 G4 E3 G3 B3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,1.5
80.75,<music21.chord.Chord G4 B4 G5 E3 G3 B3>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,1.75
81,<music21.chord.Chord F#5 G3 B3 E4>,"[0, 2, 3, 7]","[4, 6, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,2
81.5,<music21.chord.Chord G4 B4 E5 G3 B3 E4>,"[0, 3, 7]","[4, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,2.5
82,<music21.chord.Chord E5 A2 A1 G3 B3 E4>,"[0, 3, 5, 7]","[4, 7, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,3
82.25,<music21.chord.Chord A4 E4 E5 G3 B3 A2 A1>,"[0, 3, 5, 7]","[4, 7, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,3.25
82.5,<music21.chord.Chord A4 E5 C3 E3 A3 G3 B3 E4>,"[0, 3, 5, 7, 8]","[4, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,3.5
82.75,<music21.chord.Chord E4 A4 E5 C3 E3 A3>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,3.75
83,<music21.chord.Chord D5 E3 A3 C4>,"[0, 3, 5, 7]","[9, 0, 2, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,4
83.5,<music21.chord.Chord E4 A4 C5 E3 A3 C4>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,21,4.5
84,<music21.chord.Chord B4 B1 B2 E3 A3 C4>,"[0, 2, 3, 7]","[9, 11, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,1
84.25,<music21.chord.Chord B3 E-4 B4 E3 A3 C4 B1 B2>,"[0, 2, 3, 6, 7]","[9, 11, 0, 3, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,1.25
84.5,<music21.chord.Chord F#4 B3 E-4 B2 F#3 E3 A3 C4>,"[0, 1, 3, 6, 8, 9]","[3, 4, 6, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,1.5
84.75,<music21.chord.Chord B3 E-4 F#4 B2 F#3>,"[0, 4, 7]","[11, 3, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,1.75
85,<music21.chord.Chord A4 B2 F#3 A3>,"[0, 3, 5]","[6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,2
85.5,<music21.chord.Chord B3 E-4 G4 B2 F#3 A3>,"[0, 3, 4, 6, 8]","[3, 6, 7, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,2.5
86,<music21.chord.Chord E4 C3 C2 B2 F#3 A3>,"[0, 2, 5, 7, 8]","[4, 6, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,3
86.25,<music21.chord.Chord G3 C4 E4 B2 F#3 A3 C3 C2>,"[0, 2, 3, 5, 7, 8]","[4, 6, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,3.25
86.5,<music21.chord.Chord F#4 G3 C4 C3 E3 B2 F#3 A3>,"[0, 2, 3, 5, 7, 8]","[4, 6, 7, 9, 11, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,3.5
86.75,<music21.chord.Chord G3 C4 F#4 C3 E3>,"[0, 4, 6, 7]","[0, 4, 6, 7]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,3.75
87,<music21.chord.Chord G4 C3 E3 A3>,"[0, 3, 5, 8]","[4, 7, 9, 0]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,4
87.5,<music21.chord.Chord C4 E4 A4 C3 C2>,"[0, 3, 7]","[9, 0, 4]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,22,4.5
88,<music21.chord.Chord B4 B1 B2>,[0],[11],Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,1
88.25,<music21.chord.Chord E-4 B3 B4 B1 B2>,"[0, 4]","[11, 3]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,1.25
88.5,<music21.chord.Chord B4 E-4 B3 B2 F#3>,"[0, 4, 7]","[11, 3, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,1.5
88.75,<music21.chord.Chord B3 E-4 B4 B2 F#3>,"[0, 4, 7]","[11, 3, 6]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,1.75
89,<music21.chord.Chord B4 F#3 A3>,"[0, 3, 5]","[6, 9, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,2
89.25,<music21.chord.Chord A4 F#3 A3>,"[0, 3]","[6, 9]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,2.25
89.5,<music21.chord.Chord G4 B3 E-4 B1 B2>,"[0, 4, 8]","[3, 7, 11]",Songs without Words Op102 No1 E minor.mid,Mendelssohn,23,2.5
