offset,Chord,NormalForm,PCsInNormalForm,file,Phrase Boundary,Measure Number,Measure Count
136.875,<music21.chord.Chord G5 G2 E5 B-4>,"[0, 3, 6]","[4, 7, 10]",Rhapsody 79 2 G minor.mid,,,
137,<music21.chord.Chord E5 B-4>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
137.0833333,<music21.chord.Chord E5>,[0],[4],Rhapsody 79 2 G minor.mid,,,
137.125,<music21.chord.Chord A4 E3 E2 E5>,"[0, 5]","[4, 9]",Rhapsody 79 2 G minor.mid,,,
137.25,<music21.chord.Chord E5>,[0],[4],Rhapsody 79 2 G minor.mid,,,
137.5,<music21.chord.Chord E5 F5 A2 A4 A3>,"[0, 1, 5]","[4, 5, 9]",Rhapsody 79 2 G minor.mid,,,
137.875,<music21.chord.Chord B-4 E5 F5 A2 A4 A3>,"[0, 1, 5, 6]","[4, 5, 9, 10]",Rhapsody 79 2 G minor.mid,,,
138,<music21.chord.Chord E5 F5 A2 A3 B-4>,"[0, 1, 5, 6]","[4, 5, 9, 10]",Rhapsody 79 2 G minor.mid,,,
138.125,<music21.chord.Chord A4 E5 F5 A2 A3 B-4>,"[0, 1, 5, 6]","[4, 5, 9, 10]",Rhapsody 79 2 G minor.mid,,,
138.1666667,<music21.chord.Chord E5 F5 A2 A4 B-4>,"[0, 1, 5, 6]","[4, 5, 9, 10]",Rhapsody 79 2 G minor.mid,,,
138.25,<music21.chord.Chord A4 B-4>,"[0, 1]","[9, 10]",Rhapsody 79 2 G minor.mid,,,
138.5,<music21.chord.Chord F5 F3 A4 F2 D5>,"[0, 3, 7]","[2, 5, 9]",Rhapsody 79 2 G minor.mid,,,
138.75,<music21.chord.Chord B-4 F5 F3 A4 F2 D5>,"[0, 1, 5, 8]","[9, 10, 2, 5]",Rhapsody 79 2 G minor.mid,,,
138.8333333,<music21.chord.Chord F5 F2 D5 B-4>,"[0, 4, 7]","[10, 2, 5]",Rhapsody 79 2 G minor.mid,,,
139,<music21.chord.Chord F5 B-4>,"[0, 5]","[5, 10]",Rhapsody 79 2 G minor.mid,,,
139.125,<music21.chord.Chord A4 D2 D3 F5>,"[0, 3, 7]","[2, 5, 9]",Rhapsody 79 2 G minor.mid,,,
139.25,<music21.chord.Chord A4>,[0],[9],Rhapsody 79 2 G minor.mid,,,
139.5,<music21.chord.Chord A4 E5 D5 A3 A2>,"[0, 2, 7]","[2, 4, 9]",Rhapsody 79 2 G minor.mid,,,
139.75,<music21.chord.Chord B-4 A4 E5 D5 A3 A2>,"[0, 1, 5, 7]","[9, 10, 2, 4]",Rhapsody 79 2 G minor.mid,,,
139.875,<music21.chord.Chord E5 D5 A3 A2 B-4>,"[0, 1, 5, 7]","[9, 10, 2, 4]",Rhapsody 79 2 G minor.mid,,,
140,<music21.chord.Chord E5 D5 A2 B-4>,"[0, 1, 5, 7]","[9, 10, 2, 4]",Rhapsody 79 2 G minor.mid,,,
140.125,<music21.chord.Chord A4 E5 D5>,"[0, 2, 7]","[2, 4, 9]",Rhapsody 79 2 G minor.mid,,,
140.25,<music21.chord.Chord D5>,[0],[2],Rhapsody 79 2 G minor.mid,,,
140.5,<music21.chord.Chord E5 C#5 A4 A2 A1>,"[0, 4, 7]","[9, 1, 4]",Rhapsody 79 2 G minor.mid,,,
140.625,<music21.chord.Chord E5 C#5 A4 A2>,"[0, 4, 7]","[9, 1, 4]",Rhapsody 79 2 G minor.mid,,,
140.75,<music21.chord.Chord B-4 E5 C#5 A4 A2>,"[0, 1, 4, 7]","[9, 10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
140.8333333,<music21.chord.Chord E5 C#5 B-4>,"[0, 3, 6]","[10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
141.125,<music21.chord.Chord A4 E5 C#5>,"[0, 4, 7]","[9, 1, 4]",Rhapsody 79 2 G minor.mid,,,
141.25,<music21.chord.Chord E5 A4>,"[0, 5]","[4, 9]",Rhapsody 79 2 G minor.mid,,,
141.5,<music21.chord.Chord A4 D3 D5 D2>,"[0, 5]","[9, 2]",Rhapsody 79 2 G minor.mid,,,
141.75,<music21.chord.Chord B-4 A4 D3 D5 D2>,"[0, 1, 5]","[9, 10, 2]",Rhapsody 79 2 G minor.mid,,,
141.8333333,<music21.chord.Chord D3 D5 D2 B-4>,"[0, 4]","[10, 2]",Rhapsody 79 2 G minor.mid,,,
141.875,<music21.chord.Chord D3 D5 B-4>,"[0, 4]","[10, 2]",Rhapsody 79 2 G minor.mid,,,
142,<music21.chord.Chord D5 B-4>,"[0, 4]","[10, 2]",Rhapsody 79 2 G minor.mid,,,
142.125,<music21.chord.Chord A4 D5>,"[0, 5]","[9, 2]",Rhapsody 79 2 G minor.mid,,,
142.1666667,<music21.chord.Chord A4>,[0],[9],Rhapsody 79 2 G minor.mid,,,
142.375,<music21.chord.Chord A3 E3>,"[0, 5]","[4, 9]",Rhapsody 79 2 G minor.mid,,,
142.5,<music21.chord.Chord A2 A3 E3>,"[0, 5]","[4, 9]",Rhapsody 79 2 G minor.mid,,,
142.6666667,<music21.chord.Chord E5 C#5 B-5 B-4 A3 E3 A2>,"[0, 1, 4, 7]","[9, 10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
142.75,<music21.chord.Chord A2 E5 C#5 B-5 B-4>,"[0, 1, 4, 7]","[9, 10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
142.875,<music21.chord.Chord E5 C#5 B-5 B-4>,"[0, 3, 6]","[10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
142.9166667,<music21.chord.Chord E5 C#5>,"[0, 3]","[1, 4]",Rhapsody 79 2 G minor.mid,,,
143.125,<music21.chord.Chord A5 A4>,[0],[9],Rhapsody 79 2 G minor.mid,,,
143.375,<music21.chord.Chord F3 D3 D4>,"[0, 3]","[2, 5]",Rhapsody 79 2 G minor.mid,,,
143.6666667,<music21.chord.Chord B-5 B-4 D5 F3 D3 D4>,"[0, 4, 7]","[10, 2, 5]",Rhapsody 79 2 G minor.mid,,,
143.7083333,<music21.chord.Chord D4 B-5 B-4 D5>,"[0, 4]","[10, 2]",Rhapsody 79 2 G minor.mid,,,
143.875,<music21.chord.Chord B-5 B-4 D5>,"[0, 4]","[10, 2]",Rhapsody 79 2 G minor.mid,,,
143.9166667,<music21.chord.Chord D5>,[0],[2],Rhapsody 79 2 G minor.mid,,,
144,<music21.chord.Chord A4 A5>,[0],[9],Rhapsody 79 2 G minor.mid,,,
144.375,<music21.chord.Chord A4 E4 A3>,"[0, 5]","[4, 9]",Rhapsody 79 2 G minor.mid,,,
144.75,<music21.chord.Chord B-6 B-5 C#6 E6 A4 E4 A3>,"[0, 1, 4, 7]","[9, 10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
144.875,<music21.chord.Chord A4 E4 B-6 B-5 C#6 E6>,"[0, 1, 4, 7]","[9, 10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
145,<music21.chord.Chord A4 B-6 B-5 C#6 E6>,"[0, 1, 4, 7]","[9, 10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
145.0416667,<music21.chord.Chord B-6 B-5 C#6 E6>,"[0, 3, 6]","[10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
145.0833333,<music21.chord.Chord C#6 E6>,"[0, 3]","[1, 4]",Rhapsody 79 2 G minor.mid,,,
145.25,<music21.chord.Chord A6 A5>,[0],[9],Rhapsody 79 2 G minor.mid,,,
145.625,<music21.chord.Chord D5 F6 A5>,"[0, 3, 7]","[2, 5, 9]",Rhapsody 79 2 G minor.mid,,,
145.6666667,<music21.chord.Chord F4 D4 D5 A5 F6>,"[0, 3, 7]","[2, 5, 9]",Rhapsody 79 2 G minor.mid,,,
145.875,<music21.chord.Chord D5 F6 F4 D4>,"[0, 3]","[2, 5]",Rhapsody 79 2 G minor.mid,,,
146,<music21.chord.Chord D6 D5 F6 F4 D4>,"[0, 3]","[2, 5]",Rhapsody 79 2 G minor.mid,,,
146.125,<music21.chord.Chord D5 D6 F4 D4>,"[0, 3]","[2, 5]",Rhapsody 79 2 G minor.mid,,,
146.25,<music21.chord.Chord D6 F4 D4>,"[0, 3]","[2, 5]",Rhapsody 79 2 G minor.mid,,,
146.3333333,<music21.chord.Chord A5 D6 F4 D4>,"[0, 3, 7]","[2, 5, 9]",Rhapsody 79 2 G minor.mid,,,
146.375,<music21.chord.Chord A5 F4 D4>,"[0, 3, 7]","[2, 5, 9]",Rhapsody 79 2 G minor.mid,,,
146.4166667,<music21.chord.Chord A5>,[0],[9],Rhapsody 79 2 G minor.mid,,,
146.6666667,<music21.chord.Chord F5>,[0],[5],Rhapsody 79 2 G minor.mid,,,
147,<music21.chord.Chord D5 F5>,"[0, 3]","[2, 5]",Rhapsody 79 2 G minor.mid,,,
147.0416667,<music21.chord.Chord D5>,[0],[2],Rhapsody 79 2 G minor.mid,,,
147.25,<music21.chord.Chord A4>,[0],[9],Rhapsody 79 2 G minor.mid,,,
147.625,<music21.chord.Chord F4 D2>,"[0, 3]","[2, 5]",Rhapsody 79 2 G minor.mid,,,
147.6666667,<music21.chord.Chord D1 F4 D2>,"[0, 3]","[2, 5]",Rhapsody 79 2 G minor.mid,,,
148,<music21.chord.Chord D4 D2 D1>,[0],[2],Rhapsody 79 2 G minor.mid,,,
148.25,<music21.chord.Chord D2 D1>,[0],[2],Rhapsody 79 2 G minor.mid,,,
148.3333333,<music21.chord.Chord A3 D2 D1>,"[0, 5]","[9, 2]",Rhapsody 79 2 G minor.mid,,,
148.5833333,<music21.chord.Chord D2 D1>,[0],[2],Rhapsody 79 2 G minor.mid,,,
148.75,<music21.chord.Chord D4 D2 D1>,[0],[2],Rhapsody 79 2 G minor.mid,,,
149.25,<music21.chord.Chord D3 D4 D2 D1>,[0],[2],Rhapsody 79 2 G minor.mid,,,
149.5,<music21.chord.Chord D4 D1 D3>,[0],[2],Rhapsody 79 2 G minor.mid,,,
149.625,<music21.chord.Chord A3 D4 D1 D3>,"[0, 5]","[9, 2]",Rhapsody 79 2 G minor.mid,,,
149.75,<music21.chord.Chord A3 D1>,"[0, 5]","[9, 2]",Rhapsody 79 2 G minor.mid,,,
150.125,<music21.chord.Chord C4 E-1 E-2 D1>,"[0, 2, 3]","[0, 2, 3]",Rhapsody 79 2 G minor.mid,,,
150.1666667,<music21.chord.Chord C4 E-1 E-2>,"[0, 3]","[0, 3]",Rhapsody 79 2 G minor.mid,,,
150.5,<music21.chord.Chord C3 C4 E-1 E-2>,"[0, 3]","[0, 3]",Rhapsody 79 2 G minor.mid,,,
150.75,<music21.chord.Chord C4 C3 E-2>,"[0, 3]","[0, 3]",Rhapsody 79 2 G minor.mid,,,
150.7916667,<music21.chord.Chord C4 C3>,[0],[0],Rhapsody 79 2 G minor.mid,,,
150.875,<music21.chord.Chord G3 C4 C3>,"[0, 5]","[7, 0]",Rhapsody 79 2 G minor.mid,,,
151,<music21.chord.Chord C4 G3>,"[0, 5]","[7, 0]",Rhapsody 79 2 G minor.mid,,,
151.2083333,<music21.chord.Chord C4>,[0],[0],Rhapsody 79 2 G minor.mid,,,
151.3333333,<music21.chord.Chord E-4 C4>,"[0, 3]","[0, 3]",Rhapsody 79 2 G minor.mid,,,
151.625,<music21.chord.Chord C3 C4 E-4>,"[0, 3]","[0, 3]",Rhapsody 79 2 G minor.mid,,,
152,<music21.chord.Chord G3 C4 E-4>,"[0, 3, 7]","[0, 3, 7]",Rhapsody 79 2 G minor.mid,,,
152.3333333,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Rhapsody 79 2 G minor.mid,,,
152.375,<music21.chord.Chord G4 C4 E-4>,"[0, 3, 7]","[0, 3, 7]",Rhapsody 79 2 G minor.mid,,,
152.4583333,<music21.chord.Chord C4 G4>,"[0, 5]","[7, 0]",Rhapsody 79 2 G minor.mid,,,
152.5,<music21.chord.Chord G4>,[0],[7],Rhapsody 79 2 G minor.mid,,,
152.6666667,<music21.chord.Chord C3>,[0],[0],Rhapsody 79 2 G minor.mid,,,
153,<music21.chord.Chord G3>,[0],[7],Rhapsody 79 2 G minor.mid,,,
153.375,<music21.chord.Chord B-3 E2 E1>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
153.6666667,<music21.chord.Chord C#3 B-3 E2 E1>,"[0, 3, 6]","[10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
154,<music21.chord.Chord G3 B-3 E2 E1 C#3>,"[0, 3, 6, 9]","[1, 4, 7, 10]",Rhapsody 79 2 G minor.mid,,,
154.0416667,<music21.chord.Chord B-3 G3>,"[0, 3]","[7, 10]",Rhapsody 79 2 G minor.mid,,,
154.25,<music21.chord.Chord G3>,[0],[7],Rhapsody 79 2 G minor.mid,,,
154.3333333,<music21.chord.Chord A3 G3>,"[0, 2]","[7, 9]",Rhapsody 79 2 G minor.mid,,,
154.375,<music21.chord.Chord F1 F2 A3>,"[0, 4]","[5, 9]",Rhapsody 79 2 G minor.mid,,,
154.6666667,<music21.chord.Chord C3 A3 F1 F2>,"[0, 4, 7]","[5, 9, 0]",Rhapsody 79 2 G minor.mid,,,
154.75,<music21.chord.Chord A3 F2 C3>,"[0, 4, 7]","[5, 9, 0]",Rhapsody 79 2 G minor.mid,,,
154.875,<music21.chord.Chord A3 C3>,"[0, 3]","[9, 0]",Rhapsody 79 2 G minor.mid,,,
155,<music21.chord.Chord F3 A3>,"[0, 4]","[5, 9]",Rhapsody 79 2 G minor.mid,,,
155.25,<music21.chord.Chord A3>,[0],[9],Rhapsody 79 2 G minor.mid,,,
155.375,<music21.chord.Chord C4 A3>,"[0, 3]","[9, 0]",Rhapsody 79 2 G minor.mid,,,
155.6666667,<music21.chord.Chord C3 A3 C4>,"[0, 3]","[9, 0]",Rhapsody 79 2 G minor.mid,,,
156,<music21.chord.Chord F3 A3 C4>,"[0, 4, 7]","[5, 9, 0]",Rhapsody 79 2 G minor.mid,,,
156.25,<music21.chord.Chord A3 F3>,"[0, 4]","[5, 9]",Rhapsody 79 2 G minor.mid,,,
156.375,<music21.chord.Chord F4 A3>,"[0, 4]","[5, 9]",Rhapsody 79 2 G minor.mid,,,
156.625,<music21.chord.Chord A3>,[0],[9],Rhapsody 79 2 G minor.mid,,,
156.75,<music21.chord.Chord C3 A3>,"[0, 3]","[9, 0]",Rhapsody 79 2 G minor.mid,,,
157.125,<music21.chord.Chord F3>,[0],[5],Rhapsody 79 2 G minor.mid,,,
157.5,<music21.chord.Chord G#3 D2 D1>,"[0, 6]","[2, 8]",Rhapsody 79 2 G minor.mid,,,
157.875,<music21.chord.Chord B2 G#3 D2 D1>,"[0, 3, 6]","[8, 11, 2]",Rhapsody 79 2 G minor.mid,,,
158.2083333,<music21.chord.Chord G#3 D2 D1>,"[0, 6]","[2, 8]",Rhapsody 79 2 G minor.mid,,,
158.25,<music21.chord.Chord F3 G#3>,"[0, 3]","[5, 8]",Rhapsody 79 2 G minor.mid,,,
158.375,<music21.chord.Chord F3>,[0],[5],Rhapsody 79 2 G minor.mid,,,
158.5,<music21.chord.Chord E-2 E-1 G3 F3>,"[0, 2, 4]","[3, 5, 7]",Rhapsody 79 2 G minor.mid,,,
158.625,<music21.chord.Chord E-2 E-1 G3>,"[0, 4]","[3, 7]",Rhapsody 79 2 G minor.mid,,,
158.75,<music21.chord.Chord B-2 E-2 E-1 G3>,"[0, 4, 7]","[3, 7, 10]",Rhapsody 79 2 G minor.mid,,,
159,<music21.chord.Chord B-2 G3>,"[0, 3]","[7, 10]",Rhapsody 79 2 G minor.mid,,,
159.125,<music21.chord.Chord E-3 G3>,"[0, 4]","[3, 7]",Rhapsody 79 2 G minor.mid,,,
159.375,<music21.chord.Chord G3>,[0],[7],Rhapsody 79 2 G minor.mid,,,
159.625,<music21.chord.Chord C#4 G3>,"[0, 6]","[1, 7]",Rhapsody 79 2 G minor.mid,,,
159.875,<music21.chord.Chord B-2 G3>,"[0, 3]","[7, 10]",Rhapsody 79 2 G minor.mid,,,
160.125,<music21.chord.Chord E-3>,[0],[3],Rhapsody 79 2 G minor.mid,,,
160.625,<music21.chord.Chord C4 E2 E1>,"[0, 4]","[0, 4]",Rhapsody 79 2 G minor.mid,,,
160.875,<music21.chord.Chord C3 C4 E2 E1>,"[0, 4]","[0, 4]",Rhapsody 79 2 G minor.mid,,,
161,<music21.chord.Chord C4 E2 C3>,"[0, 4]","[0, 4]",Rhapsody 79 2 G minor.mid,,,
161.125,<music21.chord.Chord C4 C3>,[0],[0],Rhapsody 79 2 G minor.mid,,,
161.2083333,<music21.chord.Chord C4>,[0],[0],Rhapsody 79 2 G minor.mid,,,
161.25,<music21.chord.Chord G3 C4>,"[0, 5]","[7, 0]",Rhapsody 79 2 G minor.mid,,,
161.5833333,<music21.chord.Chord C4>,[0],[0],Rhapsody 79 2 G minor.mid,,,
161.6666667,<music21.chord.Chord G4 B-3 C4>,"[0, 3, 5]","[7, 10, 0]",Rhapsody 79 2 G minor.mid,,,
161.9166667,<music21.chord.Chord C4 B-3>,"[0, 2]","[10, 0]",Rhapsody 79 2 G minor.mid,,,
162,<music21.chord.Chord C3 C4 B-3>,"[0, 2]","[10, 0]",Rhapsody 79 2 G minor.mid,,,
162.1666667,<music21.chord.Chord C4 C3>,[0],[0],Rhapsody 79 2 G minor.mid,,,
162.25,<music21.chord.Chord G3>,[0],[7],Rhapsody 79 2 G minor.mid,,,
162.6666667,<music21.chord.Chord F1>,[0],[5],Rhapsody 79 2 G minor.mid,,,
162.75,<music21.chord.Chord F4 F1>,[0],[5],Rhapsody 79 2 G minor.mid,,,
162.875,<music21.chord.Chord F2 F1 F4>,[0],[5],Rhapsody 79 2 G minor.mid,,,
163.125,<music21.chord.Chord F3 F1 F4 F2>,[0],[5],Rhapsody 79 2 G minor.mid,,,
163.1666667,<music21.chord.Chord F4 F2 F3>,[0],[5],Rhapsody 79 2 G minor.mid,,,
163.25,<music21.chord.Chord F4 F3>,[0],[5],Rhapsody 79 2 G minor.mid,,,
163.4583333,<music21.chord.Chord F4>,[0],[5],Rhapsody 79 2 G minor.mid,,,
163.5,<music21.chord.Chord A3 F4>,"[0, 4]","[5, 9]",Rhapsody 79 2 G minor.mid,,,
163.75,<music21.chord.Chord F4>,[0],[5],Rhapsody 79 2 G minor.mid,,,
163.875,<music21.chord.Chord C5 E-4 F4>,"[0, 3, 5]","[0, 3, 5]",Rhapsody 79 2 G minor.mid,,,
164,<music21.chord.Chord E-4>,[0],[3],Rhapsody 79 2 G minor.mid,,,
164.25,<music21.chord.Chord F3>,[0],[5],Rhapsody 79 2 G minor.mid,,,
164.5,<music21.chord.Chord A3>,[0],[9],Rhapsody 79 2 G minor.mid,,,
165,<music21.chord.Chord B-1 B-2 B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
165.3333333,<music21.chord.Chord B-3 B-1 B-2 B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
165.5,<music21.chord.Chord B-2 B-4 B-3>,[0],[10],Rhapsody 79 2 G minor.mid,,,
165.625,<music21.chord.Chord B-4 B-3>,[0],[10],Rhapsody 79 2 G minor.mid,,,
165.7083333,<music21.chord.Chord B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
165.75,<music21.chord.Chord D4 B-4>,"[0, 4]","[10, 2]",Rhapsody 79 2 G minor.mid,,,
166,<music21.chord.Chord B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
166.25,<music21.chord.Chord G#4 B-4>,"[0, 2]","[8, 10]",Rhapsody 79 2 G minor.mid,,,
166.5,<music21.chord.Chord F5 B-4>,"[0, 5]","[5, 10]",Rhapsody 79 2 G minor.mid,,,
166.75,<music21.chord.Chord B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
166.875,<music21.chord.Chord B-3 B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
167,<music21.chord.Chord B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
168,<music21.chord.Chord B-1 E5>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
168.375,<music21.chord.Chord E4 E5>,[0],[4],Rhapsody 79 2 G minor.mid,,,
168.7083333,<music21.chord.Chord E5>,[0],[4],Rhapsody 79 2 G minor.mid,,,
168.875,<music21.chord.Chord G4 E5>,"[0, 3]","[4, 7]",Rhapsody 79 2 G minor.mid,,,
169.125,<music21.chord.Chord E5>,[0],[4],Rhapsody 79 2 G minor.mid,,,
169.25,<music21.chord.Chord C#5 E5>,"[0, 3]","[1, 4]",Rhapsody 79 2 G minor.mid,,,
169.625,<music21.chord.Chord E4 C#5 E5>,"[0, 3]","[1, 4]",Rhapsody 79 2 G minor.mid,,,
169.875,<music21.chord.Chord G4 C#5 E5>,"[0, 3, 6]","[1, 4, 7]",Rhapsody 79 2 G minor.mid,,,
170,<music21.chord.Chord E5 G4>,"[0, 3]","[4, 7]",Rhapsody 79 2 G minor.mid,,,
170.25,<music21.chord.Chord B-4 E5>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
170.5,<music21.chord.Chord B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
170.6666667,<music21.chord.Chord E4 B-4>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
170.7916667,<music21.chord.Chord B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
171,<music21.chord.Chord G4>,[0],[7],Rhapsody 79 2 G minor.mid,,,
171.5,<music21.chord.Chord E5 B-1>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
171.875,<music21.chord.Chord E4 E5 B-1>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
172.125,<music21.chord.Chord E5 B-1>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
172.25,<music21.chord.Chord G4 E5 B-1>,"[0, 3, 6]","[4, 7, 10]",Rhapsody 79 2 G minor.mid,,,
172.375,<music21.chord.Chord B-1>,[0],[10],Rhapsody 79 2 G minor.mid,,,
172.6666667,<music21.chord.Chord F5 B-1>,"[0, 5]","[5, 10]",Rhapsody 79 2 G minor.mid,,,
173,<music21.chord.Chord F4 F5 B-1>,"[0, 5]","[5, 10]",Rhapsody 79 2 G minor.mid,,,
173.375,<music21.chord.Chord G#4 F5 B-1 F4>,"[0, 3, 5]","[5, 8, 10]",Rhapsody 79 2 G minor.mid,,,
173.75,<music21.chord.Chord D5 F5 B-1 F4 G#4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Rhapsody 79 2 G minor.mid,,,
173.875,<music21.chord.Chord F5 B-1 F4 D5>,"[0, 4, 7]","[10, 2, 5]",Rhapsody 79 2 G minor.mid,,,
174,<music21.chord.Chord F5 B-1 D5>,"[0, 4, 7]","[10, 2, 5]",Rhapsody 79 2 G minor.mid,,,
174.125,<music21.chord.Chord F4 F5 B-1 D5>,"[0, 4, 7]","[10, 2, 5]",Rhapsody 79 2 G minor.mid,,,
174.25,<music21.chord.Chord F5 B-1 F4>,"[0, 5]","[5, 10]",Rhapsody 79 2 G minor.mid,,,
174.375,<music21.chord.Chord F5 B-1>,"[0, 5]","[5, 10]",Rhapsody 79 2 G minor.mid,,,
174.5,<music21.chord.Chord G#4 F5 B-1>,"[0, 3, 5]","[5, 8, 10]",Rhapsody 79 2 G minor.mid,,,
174.625,<music21.chord.Chord F5 B-1>,"[0, 5]","[5, 10]",Rhapsody 79 2 G minor.mid,,,
174.875,<music21.chord.Chord B-4 F5 B-1>,"[0, 5]","[5, 10]",Rhapsody 79 2 G minor.mid,,,
174.9166667,<music21.chord.Chord B-1 B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
175,<music21.chord.Chord B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
175.25,<music21.chord.Chord F4>,[0],[5],Rhapsody 79 2 G minor.mid,,,
175.5,<music21.chord.Chord G#4>,[0],[8],Rhapsody 79 2 G minor.mid,,,
175.75,<music21.chord.Chord F5>,[0],[5],Rhapsody 79 2 G minor.mid,,,
175.875,<music21.chord.Chord B-1 F5>,"[0, 5]","[5, 10]",Rhapsody 79 2 G minor.mid,,,
176.25,<music21.chord.Chord F4 F5 B-1>,"[0, 5]","[5, 10]",Rhapsody 79 2 G minor.mid,,,
176.4166667,<music21.chord.Chord B-1 F4>,"[0, 5]","[5, 10]",Rhapsody 79 2 G minor.mid,,,
176.5,<music21.chord.Chord G#4 B-1>,"[0, 2]","[8, 10]",Rhapsody 79 2 G minor.mid,,,
176.625,<music21.chord.Chord B-1>,[0],[10],Rhapsody 79 2 G minor.mid,,,
177,<music21.chord.Chord E5 B-1>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
177.5,<music21.chord.Chord E4 E5 B-1>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
177.75,<music21.chord.Chord G4 E5 B-1 E4>,"[0, 3, 6]","[4, 7, 10]",Rhapsody 79 2 G minor.mid,,,
178,<music21.chord.Chord E5 B-1 G4>,"[0, 3, 6]","[4, 7, 10]",Rhapsody 79 2 G minor.mid,,,
178.0833333,<music21.chord.Chord E5 B-1>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
178.125,<music21.chord.Chord C#5 E5 B-1>,"[0, 3, 6]","[10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
178.375,<music21.chord.Chord E4 E5 B-1 C#5>,"[0, 3, 6]","[10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
178.625,<music21.chord.Chord E5 B-1 C#5>,"[0, 3, 6]","[10, 1, 4]",Rhapsody 79 2 G minor.mid,,,
178.75,<music21.chord.Chord G4 E5 B-1 C#5>,"[0, 3, 6, 9]","[1, 4, 7, 10]",Rhapsody 79 2 G minor.mid,,,
179,<music21.chord.Chord E5 B-1 G4>,"[0, 3, 6]","[4, 7, 10]",Rhapsody 79 2 G minor.mid,,,
179.0833333,<music21.chord.Chord E5 B-1>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
179.125,<music21.chord.Chord B-4 E5>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
179.375,<music21.chord.Chord E4 E5 B-4>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
179.5,<music21.chord.Chord E5 B-4>,"[0, 6]","[4, 10]",Rhapsody 79 2 G minor.mid,,,
179.625,<music21.chord.Chord G4 E5 B-4>,"[0, 3, 6]","[4, 7, 10]",Rhapsody 79 2 G minor.mid,,,
179.6666667,<music21.chord.Chord B-4 G4>,"[0, 3]","[7, 10]",Rhapsody 79 2 G minor.mid,,,
179.75,<music21.chord.Chord B-4>,[0],[10],Rhapsody 79 2 G minor.mid,,,
180,<music21.chord.Chord G5 B-1>,"[0, 3]","[7, 10]",Rhapsody 79 2 G minor.mid,,,
180.5,<music21.chord.Chord G4 G5 B-1>,"[0, 3]","[7, 10]",Rhapsody 79 2 G minor.mid,,,
180.75,<music21.chord.Chord C#5 G5 B-1>,"[0, 3, 6]","[7, 10, 1]",Rhapsody 79 2 G minor.mid,,,
180.875,<music21.chord.Chord B-1 C#5>,"[0, 3]","[10, 1]",Rhapsody 79 2 G minor.mid,,,
181,<music21.chord.Chord B-1>,[0],[10],Rhapsody 79 2 G minor.mid,,,
181.5,<music21.chord.Chord G#5 B-1>,"[0, 2]","[8, 10]",Rhapsody 79 2 G minor.mid,,,
182.125,<music21.chord.Chord G#4 G#5 B-1>,"[0, 2]","[8, 10]",Rhapsody 79 2 G minor.mid,,,
182.25,<music21.chord.Chord F2 G#5 B-1 G#4>,"[0, 3, 5]","[5, 8, 10]",Rhapsody 79 2 G minor.mid,,,
