offset,Chord,NormalForm,PCsinNormalForm,file,PhraseBoundary,MeasureNumber,MeasureCount
82.875,<music21.chord.Chord E3 C#5 C#4 G#3 E4 G#4>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,
83.5,<music21.chord.Chord E3>,[0],[4],Prelude in C#- Op3No2 C#-.mid,,,
83.875,<music21.chord.Chord C#5 C#4 G#4 G#3 E3 E4>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,
84.125,<music21.chord.Chord C#5 C#4 G#4 G#3 E3>,"[0, 3, 7]","[1, 4, 8]",Prelude in C#- Op3No2 C#-.mid,,,
84.25,<music21.chord.Chord C#5>,[0],[1],Prelude in C#- Op3No2 C#-.mid,,,
85.125,<music21.chord.Chord E5 G#4 B4>,"[0, 4, 7]","[4, 8, 11]",Prelude in C#- Op3No2 C#-.mid,,,
85.25,<music21.chord.Chord E4 G#3 E5 G#4 B4>,"[0, 4, 7]","[4, 8, 11]",Prelude in C#- Op3No2 C#-.mid,,,
85.375,<music21.chord.Chord B3 E5 G#4 B4 E4 G#3>,"[0, 4, 7]","[4, 8, 11]",Prelude in C#- Op3No2 C#-.mid,,,
85.79166666666670,<music21.chord.Chord E4 G#3 B3>,"[0, 4, 7]","[4, 8, 11]",Prelude in C#- Op3No2 C#-.mid,,,
85.875,<music21.chord.Chord G#3>,[0],[8],Prelude in C#- Op3No2 C#-.mid,,,
86.5,<music21.chord.Chord E-5 E-4 G4>,"[0, 4]","[3, 7]",Prelude in C#- Op3No2 C#-.mid,,,
86.625,<music21.chord.Chord B-4 B-3 G3 E-5 E-4 G4>,"[0, 4, 7]","[3, 7, 10]",Prelude in C#- Op3No2 C#-.mid,,,
87.0,<music21.chord.Chord E-5 E-4 B-4 B-3 G3>,"[0, 4, 7]","[3, 7, 10]",Prelude in C#- Op3No2 C#-.mid,,,
87.16666666666670,<music21.chord.Chord B-4 B-3 G3>,"[0, 3]","[7, 10]",Prelude in C#- Op3No2 C#-.mid,,,
87.25,<music21.chord.Chord B-4>,[0],[10],Prelude in C#- Op3No2 C#-.mid,,,
88.25,<music21.chord.Chord A1 A3 A2>,[0],[9],Prelude in C#- Op3No2 C#-.mid,,,
88.75,<music21.chord.Chord A3 A2>,[0],[9],Prelude in C#- Op3No2 C#-.mid,,,
89.75,<music21.chord.Chord F#4 D5 A4 D4>,"[0, 4, 7]","[2, 6, 9]",Prelude in C#- Op3No2 C#-.mid,,,
