Offset,Chord,Normal Form,PCsinNormalForm,file,Phrase Boundary,Song Count,Measure Number,Measure Count
233.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,234,117,2
233.5,<music21.chord.Chord G4 B-4 C5 E-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,234,117,2
234.0,<music21.chord.Chord B-5 B4 E-5 B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,,235,118,1
234.25,<music21.chord.Chord G#5 B4 E-5 G#4 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Children's Corner 113 6 Eb Major.mid,,235,118,1
234.75,<music21.chord.Chord B-5 B4 E-5 B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,,235,118,1
235.0,<music21.chord.Chord F5 B4 E-5 F4 B3 E-4>,"[0, 4, 6]","[11, 3, 5]",Children's Corner 113 6 Eb Major.mid,,236,118,2
235.5,<music21.chord.Chord B-5 B4 E-5 B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,,236,118,2
236.0,<music21.chord.Chord G#5 B4 E-5 G#4 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Children's Corner 113 6 Eb Major.mid,,237,119,1
236.25,<music21.chord.Chord F5 B4 E-5 F4 B3 E-4>,"[0, 4, 6]","[11, 3, 5]",Children's Corner 113 6 Eb Major.mid,,237,119,1
236.75,<music21.chord.Chord E-5 B4 E-4 B3>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,,237,119,1
237.0,<music21.chord.Chord B4 B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,,238,119,2
238.25,<music21.chord.Chord G#4 G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,,239,120,1
238.5,<music21.chord.Chord F4 F3>,[0],[5],Children's Corner 113 6 Eb Major.mid,,239,120,1
238.75,<music21.chord.Chord E-4 E-3>,[0],[3],Children's Corner 113 6 Eb Major.mid,,239,120,1
239.0,<music21.chord.Chord B3 B2>,[0],[11],Children's Corner 113 6 Eb Major.mid,,240,120,2
239.5,<music21.chord.Chord D3 G3 B-1 B-2>,"[0, 3, 7]","[7, 10, 2]",Children's Corner 113 6 Eb Major.mid,2,240,120,2
240.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,1,241,121,1
241.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,242,121,2
241.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,242,121,2
242.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,243,122,1
244.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,245,123,1
245.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,246,123,2
245.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,246,123,2
246.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,247,124,1
248.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,249,125,1
249.0,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,250,125,2
249.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,250,125,2
251.0,<music21.chord.Chord B2 B1>,[0],[11],Children's Corner 113 6 Eb Major.mid,,252,126,2
251.5,<music21.chord.Chord B-2 B-1>,[0],[10],Children's Corner 113 6 Eb Major.mid,,252,126,2
251.625,<music21.chord.Chord G#2 G#1>,[0],[8],Children's Corner 113 6 Eb Major.mid,,252,126,2
251.75,<music21.chord.Chord G2 G1>,[0],[7],Children's Corner 113 6 Eb Major.mid,,252,126,2
251.875,<music21.chord.Chord F2 F1>,[0],[5],Children's Corner 113 6 Eb Major.mid,,252,126,2
252.0,<music21.chord.Chord E-3 E-1 E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,,253,127,1
254.0,<music21.chord.Chord E-3 E-1 E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,2,255,128,1
