Offset,Chord,Normal Form,PCsinNormalForm,file,Phrase Boundary,Song Count,Measure Number,Measure Count
173.25,<music21.chord.Chord B3 C#4 F#3 E-2>,"[0, 2, 4, 7]","[11, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,,174,87,2
173.75,<music21.chord.Chord B3 C#4 F#3 F2>,"[0, 2, 6, 7]","[11, 1, 5, 6]",Children's Corner 113 6 Eb Major.mid,,174,87,2
174.0,<music21.chord.Chord F3 B3 C#4 E-2>,"[0, 2, 4, 6]","[11, 1, 3, 5]",Children's Corner 113 6 Eb Major.mid,,175,88,1
174.5,<music21.chord.Chord B3 C#4 F3 C#2>,"[0, 2, 6]","[11, 1, 5]",Children's Corner 113 6 Eb Major.mid,,175,88,1
174.75,<music21.chord.Chord B-4 B3 C#4 F3 C#2>,"[0, 1, 3, 7]","[10, 11, 1, 5]",Children's Corner 113 6 Eb Major.mid,,175,88,1
175.0,<music21.chord.Chord G#4 B3 C#4 F3 C#2>,"[0, 3, 6, 8]","[5, 8, 11, 1]",Children's Corner 113 6 Eb Major.mid,,176,88,2
175.5,<music21.chord.Chord B-4 B3 C#4 F3 C#2>,"[0, 1, 3, 7]","[10, 11, 1, 5]",Children's Corner 113 6 Eb Major.mid,,176,88,2
176.0,<music21.chord.Chord B3 C#4 F3 C#2>,"[0, 2, 6]","[11, 1, 5]",Children's Corner 113 6 Eb Major.mid,,177,89,1
176.75,<music21.chord.Chord B-4 B3 C#4 F3 C#2>,"[0, 1, 3, 7]","[10, 11, 1, 5]",Children's Corner 113 6 Eb Major.mid,,177,89,1
177.0,<music21.chord.Chord G#4 B3 C#4 F3 C#2>,"[0, 3, 6, 8]","[5, 8, 11, 1]",Children's Corner 113 6 Eb Major.mid,,178,89,2
177.5,<music21.chord.Chord B-4 B3 C#4 F3 C#2>,"[0, 1, 3, 7]","[10, 11, 1, 5]",Children's Corner 113 6 Eb Major.mid,2,178,89,2
178.0,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,1,179,90,1
178.25,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,,179,90,1
178.75,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,,179,90,1
179.0,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,,180,90,2
179.5,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,,180,90,2
180.0,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,,181,91,1
180.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,,181,91,1
180.75,<music21.chord.Chord E-4>,[0],[3],Children's Corner 113 6 Eb Major.mid,,181,91,1
181.0,<music21.chord.Chord B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,,182,91,2
181.5,<music21.chord.Chord E-4>,[0],[3],Children's Corner 113 6 Eb Major.mid,,182,91,2
182.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,183,92,1
182.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,183,92,1
182.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,183,92,1
182.5,<music21.chord.Chord F3 G3>,"[0, 2]","[5, 7]",Children's Corner 113 6 Eb Major.mid,,183,92,1
182.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,,183,92,1
183.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,184,92,2
183.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,184,92,2
183.5,<music21.chord.Chord E-4 B-4 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,184,92,2
184.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,185,93,1
184.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,185,93,1
184.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,185,93,1
184.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,185,93,1
185.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,186,93,2
185.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,186,93,2
185.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,186,93,2
185.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,186,93,2
186.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,187,94,1
186.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,187,94,1
186.25,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,,187,94,1
186.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,,187,94,1
186.625,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,,187,94,1
186.75,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,187,94,1
187.0,<music21.chord.Chord C4 E-2 B-2>,"[0, 2, 5]","[10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,188,94,2
187.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,,188,94,2
188.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,189,95,1
188.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,189,95,1
188.25,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,,189,95,1
188.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,,189,95,1
188.625,<music21.chord.Chord G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,,189,95,1
188.75,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,189,95,1
189.0,<music21.chord.Chord B3 E-2 B-2>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,,190,95,2
189.5,<music21.chord.Chord G#3 E-3 F3>,"[0, 2, 5]","[3, 5, 8]",Children's Corner 113 6 Eb Major.mid,,190,95,2
190.0,<music21.chord.Chord B-3 B-2>,[0],[10],Children's Corner 113 6 Eb Major.mid,,191,96,1
190.25,<music21.chord.Chord G3 G2>,[0],[7],Children's Corner 113 6 Eb Major.mid,,191,96,1
190.75,<music21.chord.Chord F3 F2>,[0],[5],Children's Corner 113 6 Eb Major.mid,,191,96,1
191.0,<music21.chord.Chord E-3 E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,,192,96,2
191.5,<music21.chord.Chord D3 D2>,[0],[2],Children's Corner 113 6 Eb Major.mid,,192,96,2
192.0,<music21.chord.Chord C3 C2>,[0],[0],Children's Corner 113 6 Eb Major.mid,,193,97,1
192.5,<music21.chord.Chord G2 G1>,[0],[7],Children's Corner 113 6 Eb Major.mid,,193,97,1
193.0,<music21.chord.Chord C3 C2>,[0],[0],Children's Corner 113 6 Eb Major.mid,,194,97,2
193.5,<music21.chord.Chord D3 D2>,[0],[2],Children's Corner 113 6 Eb Major.mid,2,194,97,2
194.0,<music21.chord.Chord B-4 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,1,195,98,1
194.125,<music21.chord.Chord B-4>,[0],[10],Children's Corner 113 6 Eb Major.mid,,195,98,1
194.25,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,,195,98,1
194.5,<music21.chord.Chord B3 E-4 G#4 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,,195,98,1
194.625,<music21.chord.Chord G#4 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Children's Corner 113 6 Eb Major.mid,,195,98,1
194.75,<music21.chord.Chord B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,,195,98,1
195.0,<music21.chord.Chord F4 E-2 B-2>,"[0, 2, 7]","[3, 5, 10]",Children's Corner 113 6 Eb Major.mid,,196,98,2
195.5,<music21.chord.Chord B-4 B3 E-4 F3 G#3>,"[0, 2, 5, 7, 8]","[3, 5, 8, 10, 11]",Children's Corner 113 6 Eb Major.mid,,196,98,2
195.625,<music21.chord.Chord B3 E-4>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,,196,98,2
196.0,<music21.chord.Chord G#4 E-2 B-2>,"[0, 2, 7]","[8, 10, 3]",Children's Corner 113 6 Eb Major.mid,,197,99,1
196.125,<music21.chord.Chord G#4>,[0],[8],Children's Corner 113 6 Eb Major.mid,,197,99,1
196.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,,197,99,1
196.5,<music21.chord.Chord B3 F4 F3 G#3>,"[0, 3, 6]","[5, 8, 11]",Children's Corner 113 6 Eb Major.mid,,197,99,1
196.625,<music21.chord.Chord F4 B3>,"[0, 6]","[5, 11]",Children's Corner 113 6 Eb Major.mid,,197,99,1
196.75,<music21.chord.Chord E-4 B3>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,,197,99,1
197.0,<music21.chord.Chord B3 E-2 B-2>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,,198,99,2
197.5,<music21.chord.Chord E-4 B3 F3 G#3>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,,198,99,2
197.625,<music21.chord.Chord B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,,198,99,2
198.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,199,100,1
198.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,199,100,1
198.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,199,100,1
198.5,<music21.chord.Chord F3 G3>,"[0, 2]","[5, 7]",Children's Corner 113 6 Eb Major.mid,,199,100,1
198.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,,199,100,1
199.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,200,100,2
199.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,200,100,2
199.5,<music21.chord.Chord E-4 B-4 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,200,100,2
200.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,201,101,1
200.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,201,101,1
200.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,201,101,1
200.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,201,101,1
201.0,<music21.chord.Chord B-3 E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,,202,101,2
201.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,202,101,2
201.5,<music21.chord.Chord B-3 F3 G3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,202,101,2
201.625,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,202,101,2
202.0,<music21.chord.Chord B-3 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,,203,102,1
202.125,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,203,102,1
202.25,<music21.chord.Chord B-3>,[0],[10],Children's Corner 113 6 Eb Major.mid,,203,102,1
202.5,<music21.chord.Chord C#3 F#3 G#3>,"[0, 2, 7]","[6, 8, 1]",Children's Corner 113 6 Eb Major.mid,,203,102,1
202.75,<music21.chord.Chord C4>,[0],[0],Children's Corner 113 6 Eb Major.mid,,203,102,1
203.0,<music21.chord.Chord B-3 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,,204,102,2
203.5,<music21.chord.Chord C#4 C#3 F#3 A3>,"[0, 3, 7]","[6, 9, 1]",Children's Corner 113 6 Eb Major.mid,,204,102,2
204.0,<music21.chord.Chord E-4 F#2 C#3>,"[0, 2, 5]","[1, 3, 6]",Children's Corner 113 6 Eb Major.mid,,205,103,1
204.5,<music21.chord.Chord F4 C#3 F#3 B-3>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Children's Corner 113 6 Eb Major.mid,,205,103,1
205.0,<music21.chord.Chord E-4 F#2 C#3>,"[0, 2, 5]","[1, 3, 6]",Children's Corner 113 6 Eb Major.mid,,206,103,2
205.5,<music21.chord.Chord F#4 C#3 F#3 B3>,"[0, 2, 7]","[11, 1, 6]",Children's Corner 113 6 Eb Major.mid,,206,103,2
206.0,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,,207,104,1
206.25,<music21.chord.Chord F4>,[0],[5],Children's Corner 113 6 Eb Major.mid,,207,104,1
206.5,<music21.chord.Chord C#4 E4>,"[0, 3]","[1, 4]",Children's Corner 113 6 Eb Major.mid,,207,104,1
206.75,<music21.chord.Chord G4 C#4 E4>,"[0, 3, 6]","[1, 4, 7]",Children's Corner 113 6 Eb Major.mid,,207,104,1
207.0,<music21.chord.Chord F4 C4 E-4>,"[0, 3, 5]","[0, 3, 5]",Children's Corner 113 6 Eb Major.mid,,208,104,2
207.5,<music21.chord.Chord G4 D5 F3 A3 E-4>,"[0, 1, 3, 5, 7]","[2, 3, 5, 7, 9]",Children's Corner 113 6 Eb Major.mid,,208,104,2
208.0,<music21.chord.Chord D4 B-4 B-2 F3 B-3>,"[0, 4, 7]","[10, 2, 5]",Children's Corner 113 6 Eb Major.mid,,209,105,1
209.0,<music21.chord.Chord B-5 B-6 B-1 B-2>,[0],[10],Children's Corner 113 6 Eb Major.mid,,210,105,2
210.0,<music21.chord.Chord C4 E-4 G#3 B-3>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,211,106,1
210.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,,211,106,1
210.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,211,106,1
210.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,211,106,1
210.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,211,106,1
210.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,,211,106,1
211.0,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,212,106,2
211.5,<music21.chord.Chord C4 E-4 G#4 B-4>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,2,212,106,2
212.0,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,1,213,107,1
212.125,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,213,107,1
212.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,213,107,1
212.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,213,107,1
213.0,<music21.chord.Chord B-6 B-5 D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,214,107,2
213.125,<music21.chord.Chord D4 F4 B-6 B-5>,"[0, 4, 7]","[10, 2, 5]",Children's Corner 113 6 Eb Major.mid,,214,107,2
213.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,214,107,2
213.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,214,107,2
214.0,<music21.chord.Chord C4 E-4 G3 B-3>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,215,108,1
214.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,,215,108,1
214.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,215,108,1
214.5,<music21.chord.Chord D4 F4 G4 B-4>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,215,108,1
214.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,215,108,1
214.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,,215,108,1
215.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,216,108,2
215.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,216,108,2
216.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,217,109,1
216.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,217,109,1
216.625,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,,217,109,1
217.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,218,109,2
217.5,<music21.chord.Chord G4 B-4 C5 E-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,218,109,2
218.0,<music21.chord.Chord A3 C#4 E4 B2>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Children's Corner 113 6 Eb Major.mid,,219,110,1
218.25,<music21.chord.Chord A3 C#4 E4 C#3>,"[0, 4, 7]","[9, 1, 4]",Children's Corner 113 6 Eb Major.mid,,219,110,1
218.75,<music21.chord.Chord A3 C#4 E4 E-3>,"[0, 4, 6, 7]","[9, 1, 3, 4]",Children's Corner 113 6 Eb Major.mid,,219,110,1
219.0,<music21.chord.Chord A3 C#4 E4 C#3>,"[0, 4, 7]","[9, 1, 4]",Children's Corner 113 6 Eb Major.mid,,220,110,2
219.125,<music21.chord.Chord A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Children's Corner 113 6 Eb Major.mid,,220,110,2
219.5,<music21.chord.Chord A3 C#4 E4 B2>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Children's Corner 113 6 Eb Major.mid,,220,110,2
219.625,<music21.chord.Chord A3 C#4 E4>,"[0, 4, 7]","[9, 1, 4]",Children's Corner 113 6 Eb Major.mid,,220,110,2
220.0,<music21.chord.Chord G#3 C4 F4 B-2>,"[0, 3, 5, 7]","[5, 8, 10, 0]",Children's Corner 113 6 Eb Major.mid,,221,111,1
220.25,<music21.chord.Chord G#3 C4 F4 C3>,"[0, 3, 7]","[5, 8, 0]",Children's Corner 113 6 Eb Major.mid,,221,111,1
220.75,<music21.chord.Chord G#3 C4 F4 D3>,"[0, 2, 5, 8]","[0, 2, 5, 8]",Children's Corner 113 6 Eb Major.mid,,221,111,1
221.0,<music21.chord.Chord G#3 C4 F4 C3>,"[0, 3, 7]","[5, 8, 0]",Children's Corner 113 6 Eb Major.mid,,222,111,2
221.125,<music21.chord.Chord G#3 C4 F4>,"[0, 3, 7]","[5, 8, 0]",Children's Corner 113 6 Eb Major.mid,,222,111,2
221.5,<music21.chord.Chord G#3 C4 F4 B-2>,"[0, 3, 5, 7]","[5, 8, 10, 0]",Children's Corner 113 6 Eb Major.mid,,222,111,2
221.625,<music21.chord.Chord G#3 C4 F4>,"[0, 3, 7]","[5, 8, 0]",Children's Corner 113 6 Eb Major.mid,,222,111,2
222.0,<music21.chord.Chord G3 B-3 F3 B-2>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,223,112,1
222.25,<music21.chord.Chord G3 B-3 F3 C3>,"[0, 2, 5, 7]","[5, 7, 10, 0]",Children's Corner 113 6 Eb Major.mid,,223,112,1
222.75,<music21.chord.Chord G3 B-3 F3 D3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,223,112,1
223.0,<music21.chord.Chord G3 B-3 F3 C3>,"[0, 2, 5, 7]","[5, 7, 10, 0]",Children's Corner 113 6 Eb Major.mid,,224,112,2
223.125,<music21.chord.Chord G3 B-3 F3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,224,112,2
223.5,<music21.chord.Chord G3 B-3 F3 B-2>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,224,112,2
223.625,<music21.chord.Chord G3 B-3 F3>,"[0, 2, 5]","[5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,224,112,2
224.0,<music21.chord.Chord E-3 G3 B-3>,"[0, 4, 7]","[3, 7, 10]",Children's Corner 113 6 Eb Major.mid,,225,113,1
224.25,<music21.chord.Chord G3 B-3 E-3 B-1 B-2>,"[0, 4, 7]","[3, 7, 10]",Children's Corner 113 6 Eb Major.mid,,225,113,1
224.5,<music21.chord.Chord C3 G3 B-3 E-3 C2>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,225,113,1
224.75,<music21.chord.Chord D3 G3 B-3 E-3 D2>,"[0, 1, 5, 8]","[2, 3, 7, 10]",Children's Corner 113 6 Eb Major.mid,,225,113,1
225.0,<music21.chord.Chord C3 G3 B-3 E-3 C2>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,226,113,2
225.125,<music21.chord.Chord G3 B-3 E-3>,"[0, 4, 7]","[3, 7, 10]",Children's Corner 113 6 Eb Major.mid,,226,113,2
225.5,<music21.chord.Chord G3 B-3 E-3 B-0 B-1>,"[0, 4, 7]","[3, 7, 10]",Children's Corner 113 6 Eb Major.mid,,226,113,2
225.625,<music21.chord.Chord G3 B-3 E-3>,"[0, 4, 7]","[3, 7, 10]",Children's Corner 113 6 Eb Major.mid,2,226,113,2
226.0,<music21.chord.Chord C4 E-4 G#3 B-3>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,1,227,114,1
226.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,,227,114,1
226.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,227,114,1
226.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,227,114,1
226.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,227,114,1
226.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,,227,114,1
227.0,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,228,114,2
227.5,<music21.chord.Chord C4 E-4 G#4 B-4>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,228,114,2
228.0,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,229,115,1
228.125,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,229,115,1
228.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,229,115,1
228.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,229,115,1
229.0,<music21.chord.Chord B-6 B-5 D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,230,115,2
229.125,<music21.chord.Chord D4 F4 B-6 B-5>,"[0, 4, 7]","[10, 2, 5]",Children's Corner 113 6 Eb Major.mid,,230,115,2
229.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,,230,115,2
229.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,230,115,2
230.0,<music21.chord.Chord C4 E-4 G3 B-3>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,231,116,1
230.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,,231,116,1
230.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,231,116,1
230.5,<music21.chord.Chord D4 F4 G4 B-4>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,231,116,1
230.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,,231,116,1
230.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,,231,116,1
231.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,232,116,2
231.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,232,116,2
232.0,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,,233,117,1
232.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,,233,117,1
232.625,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,,233,117,1
