offset,Chord,NormalForm,PCsinNormalForm,file,Phrase Boundary,Measure Number,Measure Count
40.0,<music21.chord.Chord E4 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
41.5,<music21.chord.Chord C#4 G-1>,"[0, 6]","[1, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
42.0,<music21.chord.Chord E4 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
43.0,<music21.chord.Chord G-1>,[0],[7],25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
43.75,<music21.chord.Chord G#4 G-1>,"[0, 1]","[7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
44.0,<music21.chord.Chord B4 G-1>,"[0, 4]","[7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
45.0,<music21.chord.Chord B4 G#4 G-1>,"[0, 1, 4]","[7, 8, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
46.0,<music21.chord.Chord B4 F#4 G-1>,"[0, 1, 5]","[6, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
47.0,<music21.chord.Chord B4 A4 G-1>,"[0, 2, 4]","[7, 9, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
48.0,<music21.chord.Chord B4 G#4 G-1>,"[0, 1, 4]","[7, 8, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
49.5,<music21.chord.Chord B4 E4 G-1>,"[0, 3, 7]","[4, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
50.0,<music21.chord.Chord B4 G#4 G-1>,"[0, 1, 4]","[7, 8, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
51.0,<music21.chord.Chord G#4 G-1>,"[0, 1]","[7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
51.75,<music21.chord.Chord B4 G-1>,"[0, 4]","[7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
52.0,<music21.chord.Chord E5 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
53.0,<music21.chord.Chord E5 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
54.0,<music21.chord.Chord E5 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
55.0,<music21.chord.Chord E5 E4 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
55.75,<music21.chord.Chord E5 F#4 G-1>,"[0, 2, 3]","[4, 6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
56.0,<music21.chord.Chord E5 A4 G-1>,"[0, 3, 5]","[4, 7, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
56.5,<music21.chord.Chord E5 G#4 G-1>,"[0, 3, 4]","[4, 7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
57.0,<music21.chord.Chord E5 F#4 G-1>,"[0, 2, 3]","[4, 6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
57.5,<music21.chord.Chord E5 E4 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
58.0,<music21.chord.Chord E5 F#4 G-1>,"[0, 2, 3]","[4, 6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
58.5,<music21.chord.Chord E5 E4 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
59.0,<music21.chord.Chord E5 E-4 G-1>,"[0, 1, 4]","[3, 4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
59.5,<music21.chord.Chord E5 C#4 G-1>,"[0, 3, 6]","[1, 4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
59.75,<music21.chord.Chord F#5 C#4 G-1>,"[0, 5, 6]","[1, 6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
60.0,<music21.chord.Chord A5 B3 G-1>,"[0, 2, 4]","[7, 9, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
60.5,<music21.chord.Chord G#5 B3 G-1>,"[0, 1, 4]","[7, 8, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
61.0,<music21.chord.Chord F#5 E3 G-1>,"[0, 2, 3]","[4, 6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
61.5,<music21.chord.Chord E5 E3 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
62.0,<music21.chord.Chord F#5 F#3 G-1>,"[0, 1]","[6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
62.5,<music21.chord.Chord E5 F#3 G-1>,"[0, 2, 3]","[4, 6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
63.0,<music21.chord.Chord E-5 F#3 F#2 G-1>,"[0, 3, 4]","[3, 6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
63.5,<music21.chord.Chord C#5 F#3 G-1 F#2>,"[0, 5, 6]","[1, 6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
64.0,<music21.chord.Chord B4 F#3 B2 G-1>,"[0, 1, 5]","[6, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
67.0,<music21.chord.Chord B4 B3 G-1>,"[0, 4]","[7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
67.5,<music21.chord.Chord C#5 B3 G-1>,"[0, 4, 6]","[7, 11, 1]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
67.75,<music21.chord.Chord C#5 G#3 G-1>,"[0, 1, 6]","[7, 8, 1]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
68.0,<music21.chord.Chord E-5 F3 G-1>,"[0, 2, 4]","[3, 5, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
68.5,<music21.chord.Chord B4 F3 G-1>,"[0, 2, 6]","[5, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
69.0,<music21.chord.Chord G#4 F3 G-1>,"[0, 2, 3]","[5, 7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
69.5,<music21.chord.Chord C#5 G#4 F3 G-1>,"[0, 4, 6, 7]","[1, 5, 7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
70.0,<music21.chord.Chord B4 F3 G-1>,"[0, 2, 6]","[5, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
71.0,<music21.chord.Chord B-4 F3 G-1>,"[0, 2, 5]","[5, 7, 10]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
72.0,<music21.chord.Chord B-4 G#3 G-1>,"[0, 1, 3]","[7, 8, 10]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
73.5,<music21.chord.Chord B-4 G3 G-1>,"[0, 3]","[7, 10]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
74.0,<music21.chord.Chord B4 F#3 G-1>,"[0, 1, 5]","[6, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
75.0,<music21.chord.Chord E4 A3 G-1>,"[0, 3, 5]","[4, 7, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
75.75,<music21.chord.Chord G#4 F#3 G-1>,"[0, 1, 2]","[6, 7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
76.0,<music21.chord.Chord B4 E-3 G-1>,"[0, 4, 8]","[3, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
77.0,<music21.chord.Chord B4 E-3 G-1>,"[0, 4, 8]","[3, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
78.0,<music21.chord.Chord B4 E-3 G-1>,"[0, 4, 8]","[3, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
79.0,<music21.chord.Chord B4 E-3 G-1>,"[0, 4, 8]","[3, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
80.0,<music21.chord.Chord B4 F#3 G-1>,"[0, 1, 5]","[6, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
81.5,<music21.chord.Chord B4 E-3 G-1>,"[0, 4, 8]","[3, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
82.0,<music21.chord.Chord B4 E3 G-1>,"[0, 3, 7]","[4, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
83.0,<music21.chord.Chord G#4 G-1>,"[0, 1]","[7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
83.75,<music21.chord.Chord B4 G-1>,"[0, 4]","[7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
84.0,<music21.chord.Chord E5 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
85.0,<music21.chord.Chord E5 E-4 G-1>,"[0, 1, 4]","[3, 4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
86.0,<music21.chord.Chord E5 E4 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
87.0,<music21.chord.Chord E5 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
88.0,<music21.chord.Chord E5 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
89.0,<music21.chord.Chord E5 G#4 G-1>,"[0, 3, 4]","[4, 7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
90.0,<music21.chord.Chord E5 A4 G-1>,"[0, 3, 5]","[4, 7, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
91.0,<music21.chord.Chord E5 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
91.75,<music21.chord.Chord F#5 G-1>,"[0, 1]","[6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
91.875,<music21.chord.Chord F#5 G-1>,"[0, 1]","[6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
92.0,<music21.chord.Chord A5 G-1>,"[0, 2]","[7, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
92.5,<music21.chord.Chord G#5 G-1>,"[0, 1]","[7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
93.0,<music21.chord.Chord F#5 A3 G-1>,"[0, 1, 3]","[6, 7, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
93.5,<music21.chord.Chord E5 A3 G-1>,"[0, 3, 5]","[4, 7, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
94.0,<music21.chord.Chord F#5 B3 G-1>,"[0, 1, 5]","[6, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
94.5,<music21.chord.Chord E5 B3 G-1>,"[0, 3, 7]","[4, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
95.0,<music21.chord.Chord E-5 B3 B2 G-1>,"[0, 4, 8]","[3, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
95.5,<music21.chord.Chord C#5 B3 G-1 B2>,"[0, 4, 6]","[7, 11, 1]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
96.0,<music21.chord.Chord B3 E3 G-1>,"[0, 3, 7]","[4, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
97.0,<music21.chord.Chord B4 B3 G-1 E3>,"[0, 3, 7]","[4, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
99.0,<music21.chord.Chord B4 B3 G-1>,"[0, 4]","[7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
99.5,<music21.chord.Chord C#5 B3 G-1>,"[0, 4, 6]","[7, 11, 1]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
99.75,<music21.chord.Chord C#5 G#3 G-1>,"[0, 1, 6]","[7, 8, 1]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
100.0,<music21.chord.Chord E-5 F3 G-1>,"[0, 2, 4]","[3, 5, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
100.5,<music21.chord.Chord B4 F3 G-1>,"[0, 2, 6]","[5, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
101.0,<music21.chord.Chord E5 F3 G-1>,"[0, 1, 3]","[4, 5, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
101.5,<music21.chord.Chord C#5 F3 G-1>,"[0, 4, 6]","[1, 5, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
102.0,<music21.chord.Chord B4 F3 G-1>,"[0, 2, 6]","[5, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
103.0,<music21.chord.Chord B-4 F3 G-1>,"[0, 2, 5]","[5, 7, 10]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
104.0,<music21.chord.Chord B-4 G#3 G-1>,"[0, 1, 3]","[7, 8, 10]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
105.5,<music21.chord.Chord B-4 G3 G-1>,"[0, 3]","[7, 10]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
106.0,<music21.chord.Chord B4 F#3 G-1>,"[0, 1, 5]","[6, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
107.0,<music21.chord.Chord A3 G-1>,"[0, 2]","[7, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
107.75,<music21.chord.Chord F#3 G-1>,"[0, 1]","[6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
108.0,<music21.chord.Chord E-3 G-1>,"[0, 4]","[3, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
109.0,<music21.chord.Chord B4 E-3 G-1>,"[0, 4, 8]","[3, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
110.0,<music21.chord.Chord C#5 E-3 G-1>,"[0, 2, 6]","[1, 3, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
111.0,<music21.chord.Chord G#4 E-3 G-1>,"[0, 4, 5]","[3, 7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
112.0,<music21.chord.Chord B4 F#3 G-1>,"[0, 1, 5]","[6, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
113.5,<music21.chord.Chord B-4 E-3 G-1>,"[0, 4, 7]","[3, 7, 10]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
114.0,<music21.chord.Chord A4 E3 G-1>,"[0, 3, 5]","[4, 7, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
115.0,<music21.chord.Chord G-1>,[0],[7],25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
117.0,<music21.chord.Chord A4 E-4 G-1>,"[0, 4, 6]","[3, 7, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
118.0,<music21.chord.Chord B4 E4 G-1>,"[0, 3, 7]","[4, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
119.0,<music21.chord.Chord F#4 G-1>,"[0, 1]","[6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
120.0,<music21.chord.Chord A4 G-1>,"[0, 2]","[7, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
121.0,<music21.chord.Chord A4 E4 G#3 G-1>,"[0, 3, 4, 5]","[4, 7, 8, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
121.5,<music21.chord.Chord G4 E4 G-1 G#3>,"[0, 3, 4]","[4, 7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
122.0,<music21.chord.Chord G#4 E4 A3 G-1>,"[0, 3, 4, 5]","[4, 7, 8, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
123.0,<music21.chord.Chord E4 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
123.75,<music21.chord.Chord G#4 G-1>,"[0, 1]","[7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
124.0,<music21.chord.Chord B4 G-1>,"[0, 4]","[7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
125.0,<music21.chord.Chord B4 E4 A3 G-1>,"[0, 3, 5, 7]","[4, 7, 9, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
125.5,<music21.chord.Chord B4 F#4 G-1 A3>,"[0, 1, 3, 5]","[6, 7, 9, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
126.0,<music21.chord.Chord B4 G#4 B3 G-1>,"[0, 1, 4]","[7, 8, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
127.0,<music21.chord.Chord G#4 F#4 B3 G-1>,"[0, 1, 2, 5]","[6, 7, 8, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
127.75,<music21.chord.Chord B4 F#4 G-1 B3>,"[0, 1, 5]","[6, 7, 11]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
128.0,<music21.chord.Chord E5 F#4 E4 G-1>,"[0, 2, 3]","[4, 6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
130.0,<music21.chord.Chord E5 E4 G-1>,"[0, 3]","[4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
131.0,<music21.chord.Chord F#5 G-1>,"[0, 1]","[6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
131.75,<music21.chord.Chord G#5 G-1>,"[0, 1]","[7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
132.0,<music21.chord.Chord A5 G-1>,"[0, 2]","[7, 9]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
132.5,<music21.chord.Chord C#5 G-1>,"[0, 6]","[1, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
133.0,<music21.chord.Chord G#5 E4 G-1>,"[0, 3, 4]","[4, 7, 8]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
133.5,<music21.chord.Chord F#5 E4 G-1>,"[0, 2, 3]","[4, 6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
134.0,<music21.chord.Chord E5 E-4 G-1>,"[0, 1, 4]","[3, 4, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
135.0,<music21.chord.Chord E-5 F#4 G-1>,"[0, 3, 4]","[3, 6, 7]",25 Preludes Premiere Suite 9 Placiditas Tranquillement in E- Op31 E major.mid,,,
