offset,Chord,NormalForm,PCsinNormalForm,file,Phrase Boundary,Song Count,Measure Number,Measure Count
0.375,<music21.chord.Chord C1 C2 D6 G6 D7>,"[0, 2, 7]","[0, 2, 7]",Takemitsu_Romance.mxl,,,66,1 3/4
0.5,<music21.chord.Chord D2 A2 D3 A6 D7 A7>,"[0, -7]","[9, 2]",Takemitsu_Romance.mxl,,,66,2
1.0,<music21.chord.Chord G3 A3 E-4 A6 D7 A7>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,,,66,3
1.25,<music21.chord.Chord G3 A3 E-4 G6 D7 G7>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,,,66,3 1/2
0.0,<music21.chord.Chord C1 C2 A4 D5 A5>,"[0, -9, -7]","[9, 0, 2]",Takemitsu_Romance.mxl,,,67,1
0.25,<music21.chord.Chord C1 C2 G4 D5 G5>,"[0, 2, 7]","[0, 2, 7]",Takemitsu_Romance.mxl,,,67,1 1/2
0.5,<music21.chord.Chord D2 A2 D3 A4 D5 A5>,"[0, -7]","[9, 2]",Takemitsu_Romance.mxl,,,67,2
0.75,<music21.chord.Chord D2 A2 D3 C5 G5 C6>,"[0, 2, -7, -5]","[7, 9, 0, 2]",Takemitsu_Romance.mxl,,,67,2 1/2
1.0,<music21.chord.Chord G3 A3 E-4 C5 G5 C6>,"[0, 2, -7, -4]","[7, 9, 0, 3]",Takemitsu_Romance.mxl,,,67,3
1.25,<music21.chord.Chord G3 A3 E-4 G5 D6 G6>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,,,67,3 1/2
0.0,<music21.chord.Chord C1 C2 E-5 A5 E-6>,"[0, -9, -6]","[9, 0, 3]",Takemitsu_Romance.mxl,,,68,1
0.375,<music21.chord.Chord C1 C2 D5 G5 D6>,"[0, 2, 7]","[0, 2, 7]",Takemitsu_Romance.mxl,,,68,1 3/4
0.5,<music21.chord.Chord D2 A2 D3 A4 D5 A5>,"[0, -7]","[9, 2]",Takemitsu_Romance.mxl,,,68,2
0.875,<music21.chord.Chord D2 A2 D3 G4 D5 G5>,"[0, 2, -5]","[7, 9, 2]",Takemitsu_Romance.mxl,,,68,2 3/4
1.0,<music21.chord.Chord G3 A3 E-4 D5 A5 D6>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,,,68,3
0.0,<music21.chord.Chord C1 C2 D5 A5 D6>,"[0, -9, -7]","[9, 0, 2]",Takemitsu_Romance.mxl,,,69,1
